year,geo_type,geo_id,geo_rank,geography,number,percent,percent_low,percent_high
2011,UHF34,401,3,Long Island City - Astoria,113000,67.5,67.5,67.5
2011,UHF34,402,3,West Queens,186000,55,55,55
2011,UHF34,403,3,Flushing - Clearview,100000,48.4,48.4,48.4
2011,UHF34,405,3,Ridgewood - Forest Hills,87000,47.5,47.5,47.5
2011,UHF34,407,3,Southwest Queens,115000,58.7,58.7,58.7
2011,UHF34,408,3,Jamaica,124000,58.5,58.5,58.5
2011,UHF34,409,3,Southeast Queens,87000,63.3,63.3,63.3
2011,UHF34,410,3,Rockaways,50000,64.3,64.3,64.3
2011,UHF34,305307,3,Upper East Side-Gramercy,137000,45.5,45.5,45.5
2011,UHF34,306308,3,Chelsea-Village,70000,36.5,36.5,36.5
2011,UHF34,309310,3,Union Square-Lower Manhattan,78000,39.6,39.6,39.6
2011,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,58000,41,41,41
2011,UHF34,501502,3,Northern SI,98000,72.3,72.3,72.3
2011,UHF34,503504,3,Southern SI,143000,70.4,70.4,70.4
2011,UHF34,105106107,3,South Bronx,226000,64,64,64
2011,Borough,1,1,Bronx,629000,66.3,66.3,66.3
2011,Borough,2,1,Brooklyn,1118000,60.4,60.4,60.4
2011,Borough,3,1,Manhattan,599000,47.1,47.1,47.1
2011,Borough,4,1,Queens,952000,55.4,55.4,55.4
2011,Borough,5,1,Staten Island,245000,70.3,70.3,70.3
2011,Citywide,1,0,New York City,3544000,57.7,57.7,57.7
2010,UHF34,101,3,Kingsbridge - Riverdale,42000,60.6,60.6,60.6
2010,UHF34,102,3,Northeast Bronx,95000,72.1,72.1,72.1
2010,UHF34,103,3,Fordham - Bronx Pk,126000,74.9,74.9,74.9
2010,UHF34,104,3,Pelham - Throgs Neck,145000,68.5,68.5,68.5
2010,UHF34,201,3,Greenpoint,48000,55.3,55.3,55.3
2010,UHF34,202,3,Downtown - Heights - Slope,88000,51.5,51.5,51.5
2010,UHF34,203,3,Bedford Stuyvesant - Crown Heights,147000,66.8,66.8,66.8
2010,UHF34,204,3,East New York,68000,64.8,64.8,64.8
2010,UHF34,205,3,Sunset Park,44000,51,51,51
2010,UHF34,206,3,Borough Park,113000,50.3,50.3,50.3
2010,UHF34,207,3,East Flatbush - Flatbush,141000,63.4,63.4,63.4
2010,UHF34,208,3,Canarsie - Flatlands,97000,68.5,68.5,68.5
2010,UHF34,209,3,Bensonhurst - Bay Ridge,77000,52,52,52
2010,UHF34,210,3,Coney Island - Sheepshead Bay,137000,62.8,62.8,62.8
2010,UHF34,211,3,Williamsburg - Bushwick,84000,69.7,69.7,69.7
2010,UHF34,301,3,Washington Heights,103000,55.8,55.8,55.8
2010,UHF34,302,3,Central Harlem - Morningside Heights,56000,53.9,53.9,53.9
2010,UHF34,303,3,East Harlem,37000,48.3,48.3,48.3
2010,UHF34,304,3,Upper West Side,106000,55,55,55
2010,UHF34,401,3,Long Island City - Astoria,98000,55.3,55.3,55.3
2010,UHF34,402,3,West Queens,189000,53.1,53.1,53.1
2010,UHF34,403,3,Flushing - Clearview,103000,51.6,51.6,51.6
2010,UHF34,405,3,Ridgewood - Forest Hills,97000,51.7,51.7,51.7
2010,UHF34,407,3,Southwest Queens,116000,60.1,60.1,60.1
2010,UHF34,408,3,Jamaica,143000,70.6,70.6,70.6
2010,UHF34,409,3,Southeast Queens,100000,67.1,67.1,67.1
2010,UHF34,410,3,Rockaways,47000,64.1,64.1,64.1
2010,UHF34,305307,3,Upper East Side-Gramercy,117000,39.8,39.8,39.8
2010,UHF34,306308,3,Chelsea-Village,68000,37.6,37.6,37.6
2010,UHF34,309310,3,Union Square-Lower Manhattan,88000,46.7,46.7,46.7
2010,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,69000,49.9,49.9,49.9
2010,UHF34,501502,3,Northern SI,83000,64.5,64.5,64.5
2010,UHF34,503504,3,Southern SI,115000,60.7,60.7,60.7
2010,UHF34,105106107,3,South Bronx,215000,66.7,66.7,66.7
2010,Borough,1,1,Bronx,631000,69,69,69
2010,Borough,2,1,Brooklyn,1049000,59.7,59.7,59.7
2010,Borough,3,1,Manhattan,589000,47.1,47.1,47.1
2010,Borough,4,1,Queens,971000,57,57,57
2010,Borough,5,1,Staten Island,197000,62.3,62.3,62.3
2010,Citywide,1,0,New York City,3437000,57.8,57.8,57.8
2009,UHF34,101,3,Kingsbridge - Riverdale,37000,54.9,54.9,54.9
2009,UHF34,102,3,Northeast Bronx,87000,66.1,66.1,66.1
2009,UHF34,103,3,Fordham - Bronx Pk,116000,67.9,67.9,67.9
2009,UHF34,104,3,Pelham - Throgs Neck,145000,70.2,70.2,70.2
2009,UHF34,201,3,Greenpoint,51000,58.3,58.3,58.3
2009,UHF34,202,3,Downtown - Heights - Slope,76000,46,46,46
2009,UHF34,203,3,Bedford Stuyvesant - Crown Heights,134000,63.2,63.2,63.2
2009,UHF34,204,3,East New York,68000,61.4,61.4,61.4
2009,UHF34,205,3,Sunset Park,49000,58.2,58.2,58.2
2009,UHF34,206,3,Borough Park,125000,53.8,53.8,53.8
2009,UHF34,207,3,East Flatbush - Flatbush,157000,70.6,70.6,70.6
2009,UHF34,208,3,Canarsie - Flatlands,87000,60.6,60.6,60.6
2009,UHF34,209,3,Bensonhurst - Bay Ridge,80000,52.1,52.1,52.1
2009,UHF34,210,3,Coney Island - Sheepshead Bay,133000,60.8,60.8,60.8
2009,UHF34,211,3,Williamsburg - Bushwick,77000,60.2,60.2,60.2
2009,UHF34,301,3,Washington Heights,116000,60.6,60.6,60.6
2009,UHF34,302,3,Central Harlem - Morningside Heights,76000,68.1,68.1,68.1
2009,UHF34,303,3,East Harlem,52000,67.9,67.9,67.9
2009,UHF34,304,3,Upper West Side,74000,38.8,38.8,38.8
2009,UHF34,401,3,Long Island City - Astoria,81000,49.1,49.1,49.1
2009,UHF34,402,3,West Queens,172000,48.3,48.3,48.3
2009,UHF34,403,3,Flushing - Clearview,95000,49.4,49.4,49.4
2009,UHF34,405,3,Ridgewood - Forest Hills,111000,59.9,59.9,59.9
2009,UHF34,407,3,Southwest Queens,118000,61.4,61.4,61.4
2009,UHF34,408,3,Jamaica,129000,62.9,62.9,62.9
2009,UHF34,409,3,Southeast Queens,107000,71.2,71.2,71.2
2009,UHF34,410,3,Rockaways,47000,62.2,62.2,62.2
2009,UHF34,305307,3,Upper East Side-Gramercy,102000,35.4,35.4,35.4
2009,UHF34,306308,3,Chelsea-Village,65000,35,35,35
2009,UHF34,309310,3,Union Square-Lower Manhattan,78000,40.3,40.3,40.3
2009,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,72000,51.7,51.7,51.7
2009,UHF34,501502,3,Northern SI,70000,56.9,56.9,56.9
2009,UHF34,503504,3,Southern SI,114000,58.7,58.7,58.7
2009,UHF34,105106107,3,South Bronx,226000,69.9,69.9,69.9
2009,Borough,1,1,Bronx,615000,67.5,67.5,67.5
2009,Borough,2,1,Brooklyn,1047000,59.1,59.1,59.1
2009,Borough,3,1,Manhattan,570000,45.5,45.5,45.5
2009,Borough,4,1,Queens,948000,56.1,56.1,56.1
2009,Borough,5,1,Staten Island,187000,57.4,57.4,57.4
2009,Citywide,1,0,New York City,3366000,56.6,56.6,56.6
2008,UHF34,101,3,Kingsbridge - Riverdale,41000,59.2,59.2,59.2
2008,UHF34,102,3,Northeast Bronx,102000,73.8,73.8,73.8
2008,UHF34,103,3,Fordham - Bronx Pk,106000,62.1,62.1,62.1
2008,UHF34,104,3,Pelham - Throgs Neck,140000,66.4,66.4,66.4
2008,UHF34,201,3,Greenpoint,53000,59.6,59.6,59.6
2008,UHF34,202,3,Downtown - Heights - Slope,82000,48.2,48.2,48.2
2008,UHF34,203,3,Bedford Stuyvesant - Crown Heights,134000,60.4,60.4,60.4
2008,UHF34,204,3,East New York,82000,71.7,71.7,71.7
2008,UHF34,205,3,Sunset Park,43000,52.1,52.1,52.1
2008,UHF34,206,3,Borough Park,139000,60.7,60.7,60.7
2008,UHF34,207,3,East Flatbush - Flatbush,131000,59.9,59.9,59.9
2008,UHF34,208,3,Canarsie - Flatlands,97000,67.6,67.6,67.6
2008,UHF34,209,3,Bensonhurst - Bay Ridge,83000,54.7,54.7,54.7
2008,UHF34,210,3,Coney Island - Sheepshead Bay,124000,56,56,56
2008,UHF34,211,3,Williamsburg - Bushwick,74000,57.1,57.1,57.1
2008,UHF34,301,3,Washington Heights,130000,68,68,68
2008,UHF34,302,3,Central Harlem - Morningside Heights,62000,56.2,56.2,56.2
2008,UHF34,303,3,East Harlem,57000,77.3,77.3,77.3
2008,UHF34,304,3,Upper West Side,71000,36.6,36.6,36.6
2008,UHF34,401,3,Long Island City - Astoria,96000,54.6,54.6,54.6
2008,UHF34,402,3,West Queens,177000,48.6,48.6,48.6
2008,UHF34,403,3,Flushing - Clearview,82000,40.7,40.7,40.7
2008,UHF34,405,3,Ridgewood - Forest Hills,118000,62.7,62.7,62.7
2008,UHF34,407,3,Southwest Queens,137000,67.9,67.9,67.9
2008,UHF34,408,3,Jamaica,131000,62.8,62.8,62.8
2008,UHF34,409,3,Southeast Queens,99000,65.8,65.8,65.8
2008,UHF34,410,3,Rockaways,49000,67.3,67.3,67.3
2008,UHF34,305307,3,Upper East Side-Gramercy,133000,44.3,44.3,44.3
2008,UHF34,306308,3,Chelsea-Village,69000,36.7,36.7,36.7
2008,UHF34,309310,3,Union Square-Lower Manhattan,85000,44.1,44.1,44.1
2008,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,77000,54.1,54.1,54.1
2008,UHF34,501502,3,Northern SI,89000,68.9,68.9,68.9
2008,UHF34,503504,3,Southern SI,126000,63.9,63.9,63.9
2008,UHF34,105106107,3,South Bronx,231000,71,71,71
2008,Borough,1,1,Bronx,620000,67.8,67.8,67.8
2008,Borough,2,1,Brooklyn,1041000,58.8,58.8,58.8
2008,Borough,3,1,Manhattan,607000,48.6,48.6,48.6
2008,Borough,4,1,Queens,965000,56.6,56.6,56.6
2008,Borough,5,1,Staten Island,215000,65.9,65.9,65.9
2008,Citywide,1,0,New York City,3448000,57.8,57.8,57.8
2007,UHF34,101,3,Kingsbridge - Riverdale,37000,53.3,53.3,53.3
2007,UHF34,102,3,Northeast Bronx,95000,73,73,73
2007,UHF34,103,3,Fordham - Bronx Pk,108000,63.3,63.3,63.3
2007,UHF34,104,3,Pelham - Throgs Neck,129000,61.4,61.4,61.4
2007,UHF34,201,3,Greenpoint,52000,59.8,59.8,59.8
2007,UHF34,202,3,Downtown - Heights - Slope,87000,52.3,52.3,52.3
2007,UHF34,203,3,Bedford Stuyvesant - Crown Heights,147000,69.5,69.5,69.5
2007,UHF34,204,3,East New York,75000,70.3,70.3,70.3
2007,UHF34,205,3,Sunset Park,49000,57.8,57.8,57.8
2007,UHF34,206,3,Borough Park,124000,55.8,55.8,55.8
2007,UHF34,207,3,East Flatbush - Flatbush,134000,61.2,61.2,61.2
2007,UHF34,208,3,Canarsie - Flatlands,94000,68.3,68.3,68.3
2007,UHF34,209,3,Bensonhurst - Bay Ridge,84000,55.9,55.9,55.9
2007,UHF34,210,3,Coney Island - Sheepshead Bay,123000,57.7,57.7,57.7
2007,UHF34,211,3,Williamsburg - Bushwick,79000,63.4,63.4,63.4
2007,UHF34,301,3,Washington Heights,106000,56.1,56.1,56.1
2007,UHF34,302,3,Central Harlem - Morningside Heights,66000,60.1,60.1,60.1
2007,UHF34,303,3,East Harlem,52000,69.5,69.5,69.5
2007,UHF34,304,3,Upper West Side,85000,45.8,45.8,45.8
2007,UHF34,401,3,Long Island City - Astoria,90000,54.2,54.2,54.2
2007,UHF34,402,3,West Queens,200000,56.9,56.9,56.9
2007,UHF34,403,3,Flushing - Clearview,90000,47.3,47.3,47.3
2007,UHF34,405,3,Ridgewood - Forest Hills,106000,57,57,57
2007,UHF34,407,3,Southwest Queens,105000,53.9,53.9,53.9
2007,UHF34,408,3,Jamaica,125000,62.8,62.8,62.8
2007,UHF34,409,3,Southeast Queens,90000,62,62,62
2007,UHF34,410,3,Rockaways,51000,70,70,70
2007,UHF34,305307,3,Upper East Side-Gramercy,111000,38.7,38.7,38.7
2007,UHF34,306308,3,Chelsea-Village,71000,39,39,39
2007,UHF34,309310,3,Union Square-Lower Manhattan,81000,44,44,44
2007,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,68000,49.2,49.2,49.2
2007,UHF34,501502,3,Northern SI,77000,60.9,60.9,60.9
2007,UHF34,503504,3,Southern SI,118000,61.4,61.4,61.4
2007,UHF34,105106107,3,South Bronx,218000,68,68,68
2007,Borough,1,1,Bronx,586000,65.2,65.2,65.2
2007,Borough,2,1,Brooklyn,1049000,60.8,60.8,60.8
2007,Borough,3,1,Manhattan,572000,47.2,47.2,47.2
2007,Borough,4,1,Queens,924000,56.3,56.3,56.3
2007,Borough,5,1,Staten Island,196000,61.2,61.2,61.2
2007,Citywide,1,0,New York City,3327000,57.4,57.4,57.4
2006,UHF34,101,3,Kingsbridge - Riverdale,38000,55.6,55.6,55.6
2006,UHF34,102,3,Northeast Bronx,84000,62.3,62.3,62.3
2006,UHF34,103,3,Fordham - Bronx Pk,101000,61,61,61
2006,UHF34,104,3,Pelham - Throgs Neck,138000,67.3,67.3,67.3
2006,UHF34,201,3,Greenpoint,50000,58.2,58.2,58.2
2006,UHF34,202,3,Downtown - Heights - Slope,81000,48.4,48.4,48.4
2006,UHF34,203,3,Bedford Stuyvesant - Crown Heights,129000,62.9,62.9,62.9
2006,UHF34,204,3,East New York,75000,67.5,67.5,67.5
2006,UHF34,205,3,Sunset Park,50000,63.8,63.8,63.8
2006,UHF34,206,3,Borough Park,110000,50.5,50.5,50.5
2006,UHF34,207,3,East Flatbush - Flatbush,131000,60.9,60.9,60.9
2006,UHF34,208,3,Canarsie - Flatlands,93000,67.4,67.4,67.4
2006,UHF34,209,3,Bensonhurst - Bay Ridge,73000,49.4,49.4,49.4
2006,UHF34,210,3,Coney Island - Sheepshead Bay,125000,60.6,60.6,60.6
2006,UHF34,211,3,Williamsburg - Bushwick,82000,67.6,67.6,67.6
2006,UHF34,301,3,Washington Heights,115000,61.9,61.9,61.9
2006,UHF34,302,3,Central Harlem - Morningside Heights,63000,60.6,60.6,60.6
2006,UHF34,303,3,East Harlem,44000,62.7,62.7,62.7
2006,UHF34,304,3,Upper West Side,71000,37.9,37.9,37.9
2006,UHF34,401,3,Long Island City - Astoria,96000,56,56,56
2006,UHF34,402,3,West Queens,159000,45.9,45.9,45.9
2006,UHF34,403,3,Flushing - Clearview,90000,47.3,47.3,47.3
2006,UHF34,405,3,Ridgewood - Forest Hills,108000,59.2,59.2,59.2
2006,UHF34,407,3,Southwest Queens,114000,62.1,62.1,62.1
2006,UHF34,408,3,Jamaica,122000,61.3,61.3,61.3
2006,UHF34,409,3,Southeast Queens,78000,55.4,55.4,55.4
2006,UHF34,410,3,Rockaways,50000,69.6,69.6,69.6
2006,UHF34,305307,3,Upper East Side-Gramercy,110000,37.8,37.8,37.8
2006,UHF34,306308,3,Chelsea-Village,64000,35.7,35.7,35.7
2006,UHF34,309310,3,Union Square-Lower Manhattan,72000,39.6,39.6,39.6
2006,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,69000,53.5,53.5,53.5
2006,UHF34,501502,3,Northern SI,78000,63.9,63.9,63.9
2006,UHF34,503504,3,Southern SI,119000,62.2,62.2,62.2
2006,UHF34,105106107,3,South Bronx,214000,68.2,68.2,68.2
2006,Borough,1,1,Bronx,575000,64.7,64.7,64.7
2006,Borough,2,1,Brooklyn,998000,59,59,59
2006,Borough,3,1,Manhattan,538000,44.9,44.9,44.9
2006,Borough,4,1,Queens,886000,54.9,54.9,54.9
2006,Borough,5,1,Staten Island,198000,62.9,62.9,62.9
2006,Citywide,1,0,New York City,3195000,56,56,56
2005,UHF34,101,3,Kingsbridge - Riverdale,36000,54.8,54.8,54.8
2005,UHF34,102,3,Northeast Bronx,78000,63.4,63.4,63.4
2005,UHF34,103,3,Fordham - Bronx Pk,105000,64,64,64
2005,UHF34,104,3,Pelham - Throgs Neck,128000,64.5,64.5,64.5
2005,UHF34,201,3,Greenpoint,41000,48.5,48.5,48.5
2005,UHF34,202,3,Downtown - Heights - Slope,80000,48.6,48.6,48.6
2005,UHF34,203,3,Bedford Stuyvesant - Crown Heights,132000,64.9,64.9,64.9
2005,UHF34,204,3,East New York,65000,64,64,64
2005,UHF34,205,3,Sunset Park,55000,67.4,67.4,67.4
2005,UHF34,206,3,Borough Park,111000,51.7,51.7,51.7
2005,UHF34,207,3,East Flatbush - Flatbush,130000,62.4,62.4,62.4
2005,UHF34,208,3,Canarsie - Flatlands,86000,62.7,62.7,62.7
2005,UHF34,209,3,Bensonhurst - Bay Ridge,81000,54.3,54.3,54.3
2005,UHF34,210,3,Coney Island - Sheepshead Bay,117000,57.4,57.4,57.4
2005,UHF34,211,3,Williamsburg - Bushwick,78000,63.3,63.3,63.3
2005,UHF34,301,3,Washington Heights,105000,56.3,56.3,56.3
2005,UHF34,302,3,Central Harlem - Morningside Heights,60000,56.3,56.3,56.3
2005,UHF34,303,3,East Harlem,43000,60.6,60.6,60.6
2005,UHF34,304,3,Upper West Side,68000,37.4,37.4,37.4
2005,UHF34,401,3,Long Island City - Astoria,93000,54.7,54.7,54.7
2005,UHF34,402,3,West Queens,177000,52.5,52.5,52.5
2005,UHF34,403,3,Flushing - Clearview,95000,48.5,48.5,48.5
2005,UHF34,405,3,Ridgewood - Forest Hills,86000,46.8,46.8,46.8
2005,UHF34,407,3,Southwest Queens,111000,59.9,59.9,59.9
2005,UHF34,408,3,Jamaica,123000,62.1,62.1,62.1
2005,UHF34,409,3,Southeast Queens,85000,58.1,58.1,58.1
2005,UHF34,410,3,Rockaways,41000,60.9,60.9,60.9
2005,UHF34,305307,3,Upper East Side-Gramercy,90000,30.8,30.8,30.8
2005,UHF34,306308,3,Chelsea-Village,59000,32.7,32.7,32.7
2005,UHF34,309310,3,Union Square-Lower Manhattan,75000,40.5,40.5,40.5
2005,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,73000,54.5,54.5,54.5
2005,UHF34,501502,3,Northern SI,74000,60.3,60.3,60.3
2005,UHF34,503504,3,Southern SI,98000,52.4,52.4,52.4
2005,UHF34,105106107,3,South Bronx,208000,66.2,66.2,66.2
2005,Borough,1,1,Bronx,556000,64.1,64.1,64.1
2005,Borough,2,1,Brooklyn,977000,58.4,58.4,58.4
2005,Borough,3,1,Manhattan,499000,41.5,41.5,41.5
2005,Borough,4,1,Queens,883000,54.6,54.6,54.6
2005,Borough,5,1,Staten Island,172000,55.6,55.6,55.6
2005,Citywide,1,0,New York City,3087000,54.5,54.5,54.5
2004,UHF34,101,3,Kingsbridge - Riverdale,39000,55.8,55.8,55.8
2004,UHF34,102,3,Northeast Bronx,92000,69.5,69.5,69.5
2004,UHF34,103,3,Fordham - Bronx Pk,100000,61.4,61.4,61.4
2004,UHF34,104,3,Pelham - Throgs Neck,130000,63.6,63.6,63.6
2004,UHF34,201,3,Greenpoint,39000,46.8,46.8,46.8
2004,UHF34,202,3,Downtown - Heights - Slope,82000,49.8,49.8,49.8
2004,UHF34,203,3,Bedford Stuyvesant - Crown Heights,128000,61.4,61.4,61.4
2004,UHF34,204,3,East New York,70000,65.4,65.4,65.4
2004,UHF34,205,3,Sunset Park,41000,50,50,50
2004,UHF34,206,3,Borough Park,118000,53.2,53.2,53.2
2004,UHF34,207,3,East Flatbush - Flatbush,127000,58,58,58
2004,UHF34,208,3,Canarsie - Flatlands,85000,61,61,61
2004,UHF34,209,3,Bensonhurst - Bay Ridge,85000,56.3,56.3,56.3
2004,UHF34,210,3,Coney Island - Sheepshead Bay,114000,54.6,54.6,54.6
2004,UHF34,211,3,Williamsburg - Bushwick,82000,67.7,67.7,67.7
2004,UHF34,301,3,Washington Heights,114000,58.4,58.4,58.4
2004,UHF34,302,3,Central Harlem - Morningside Heights,65000,60.8,60.8,60.8
2004,UHF34,303,3,East Harlem,44000,59.1,59.1,59.1
2004,UHF34,304,3,Upper West Side,70000,37.5,37.5,37.5
2004,UHF34,401,3,Long Island City - Astoria,89000,53.6,53.6,53.6
2004,UHF34,402,3,West Queens,188000,54.4,54.4,54.4
2004,UHF34,403,3,Flushing - Clearview,96000,48.5,48.5,48.5
2004,UHF34,405,3,Ridgewood - Forest Hills,101000,55.7,55.7,55.7
2004,UHF34,407,3,Southwest Queens,96000,50,50,50
2004,UHF34,408,3,Jamaica,122000,63,63,63
2004,UHF34,409,3,Southeast Queens,88000,60.5,60.5,60.5
2004,UHF34,410,3,Rockaways,48000,64.3,64.3,64.3
2004,UHF34,305307,3,Upper East Side-Gramercy,111000,38.3,38.3,38.3
2004,UHF34,306308,3,Chelsea-Village,76000,41.9,41.9,41.9
2004,UHF34,309310,3,Union Square-Lower Manhattan,74000,40.1,40.1,40.1
2004,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,72000,54.2,54.2,54.2
2004,UHF34,501502,3,Northern SI,81000,65.5,65.5,65.5
2004,UHF34,503504,3,Southern SI,130000,67.5,67.5,67.5
2004,UHF34,105106107,3,South Bronx,210000,65.6,65.6,65.6
2004,Borough,1,1,Bronx,571000,64.2,64.2,64.2
2004,Borough,2,1,Brooklyn,971000,56.9,56.9,56.9
2004,Borough,3,1,Manhattan,554000,45.5,45.5,45.5
2004,Borough,4,1,Queens,899000,55.3,55.3,55.3
2004,Borough,5,1,Staten Island,211000,66.7,66.7,66.7
2004,Citywide,1,0,New York City,3206000,55.7,55.7,55.7
2003,UHF34,101,3,Kingsbridge - Riverdale,32000,49.7,49.7,49.7
2003,UHF34,102,3,Northeast Bronx,81000,62.9,62.9,62.9
2003,UHF34,103,3,Fordham - Bronx Pk,95000,62.3,62.3,62.3
2003,UHF34,104,3,Pelham - Throgs Neck,119000,61.4,61.4,61.4
2003,UHF34,201,3,Greenpoint,43000,51.8,51.8,51.8
2003,UHF34,202,3,Downtown - Heights - Slope,73000,46.8,46.8,46.8
2003,UHF34,203,3,Bedford Stuyvesant - Crown Heights,123000,64.3,64.3,64.3
2003,UHF34,204,3,East New York,70000,66.1,66.1,66.1
2003,UHF34,205,3,Sunset Park,45000,59.1,59.1,59.1
2003,UHF34,206,3,Borough Park,124000,59,59,59
2003,UHF34,207,3,East Flatbush - Flatbush,127000,62.1,62.1,62.1
2003,UHF34,208,3,Canarsie - Flatlands,73000,56.8,56.8,56.8
2003,UHF34,209,3,Bensonhurst - Bay Ridge,69000,49.3,49.3,49.3
2003,UHF34,210,3,Coney Island - Sheepshead Bay,103000,51,51,51
2003,UHF34,211,3,Williamsburg - Bushwick,72000,61,61,61
2003,UHF34,301,3,Washington Heights,103000,56.4,56.4,56.4
2003,UHF34,302,3,Central Harlem - Morningside Heights,62000,59,59,59
2003,UHF34,303,3,East Harlem,45000,63.4,63.4,63.4
2003,UHF34,304,3,Upper West Side,71000,39.6,39.6,39.6
2003,UHF34,401,3,Long Island City - Astoria,89000,54.2,54.2,54.2
2003,UHF34,402,3,West Queens,159000,48.6,48.6,48.6
2003,UHF34,403,3,Flushing - Clearview,87000,49.7,49.7,49.7
2003,UHF34,405,3,Ridgewood - Forest Hills,90000,48.9,48.9,48.9
2003,UHF34,407,3,Southwest Queens,105000,56.3,56.3,56.3
2003,UHF34,408,3,Jamaica,114000,59.3,59.3,59.3
2003,UHF34,409,3,Southeast Queens,82000,60,60,60
2003,UHF34,410,3,Rockaways,44000,64,64,64
2003,UHF34,305307,3,Upper East Side-Gramercy,105000,36.5,36.5,36.5
2003,UHF34,306308,3,Chelsea-Village,64000,37.6,37.6,37.6
2003,UHF34,309310,3,Union Square-Lower Manhattan,78000,44.4,44.4,44.4
2003,UHF34,404406,3,Bayside Little Neck-Fresh Meadows,56000,42.2,42.2,42.2
2003,UHF34,501502,3,Northern SI,65000,54.2,54.2,54.2
2003,UHF34,503504,3,Southern SI,91000,52.4,52.4,52.4
2003,UHF34,105106107,3,South Bronx,197000,67.1,67.1,67.1
2003,Borough,1,1,Bronx,523000,62.9,62.9,62.9
2003,Borough,2,1,Brooklyn,922000,57.1,57.1,57.1
2003,Borough,3,1,Manhattan,528000,45.1,45.1,45.1
2003,Borough,4,1,Queens,824000,52.7,52.7,52.7
2003,Borough,5,1,Staten Island,156000,53.1,53.1,53.1
2003,Citywide,1,0,New York City,2953000,53.9,53.9,53.9
