station_id,station_name,latitude,longitude,zipcode,uhf34,uhf34_neighborhood,borough
328,Watts St & Greenwich St,40.72405549,-74.00965965,10005,309310,"Union Square, Lower Manhattan",Manhattan
223,W 13 St & 7 Ave,40.73781509,-73.99994661,10011,306308,Chelsea Village,Manhattan
3585,Union St & Bedford Ave,40.6691783,-73.9554162,11225,207,East Flatbush Flatbush,Brooklyn
79,Franklin St & W Broadway,40.71911552,-74.00666661,10013,306308,Chelsea Village,Manhattan
346,Bank St & Hudson St,40.73652889,-74.00618026,10014,306308,Chelsea Village,Manhattan
3108,Nassau Ave & Russell St,40.72557,-73.94434,11222,201,Greenpoint,Brooklyn
3467,W Broadway & Spring Street,40.72494672359416,-74.00165855884552,10012,306308,Chelsea Village,Manhattan
3115,India St & Manhattan Ave,40.73232194,-73.9550858,11222,201,Greenpoint,Brooklyn
3175,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,10023,304,Upper West Side,Manhattan
259,South St & Whitehall St,40.70122128,-74.01234218,10004,309310,"Union Square, Lower Manhattan",Manhattan
355,Bayard St & Baxter St,40.71602118,-73.99974372,10013,306308,Chelsea Village,Manhattan
402,Broadway & E 22 St,40.7403432,-73.98955109,10010,305307,Upper East Side Gramercy,Manhattan
3016,Kent Ave & N 7 St,40.72036775298455,-73.96165072917938,11249,NA,NA,NA
305,E 58 St & 3 Ave,40.76095756,-73.96724467,10022,305307,Upper East Side Gramercy,Manhattan
3398,Smith St & 9 St,40.6746957,-73.99785768,11231,202,Downtown Heights Slope,Brooklyn
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,10014,306308,Chelsea Village,Manhattan
3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,10024,304,Upper West Side,Manhattan
524,W 43 St & 6 Ave,40.75527307,-73.98316936,10036,306308,Chelsea Village,Manhattan
2003,1 Ave & E 18 St,40.733812191966315,-73.98054420948029,10010,305307,Upper East Side Gramercy,Manhattan
466,W 25 St & 6 Ave,40.74395411,-73.99144871,10001,306308,Chelsea Village,Manhattan
3140,1 Ave & E 78 St,40.77140426,-73.9535166,10075,NA,NA,NA
325,E 19 St & 3 Ave,40.73624527,-73.98473765,10003,309310,"Union Square, Lower Manhattan",Manhattan
447,8 Ave & W 52 St,40.76370739,-73.9851615,10019,306308,Chelsea Village,Manhattan
120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,11221,211,Williamsburg Bushwick,Brooklyn
387,Centre St & Chambers St,40.71273266,-74.0046073,10000,NA,NA,NA
377,6 Ave & Canal St,40.72243797,-74.00566443,10005,309310,"Union Square, Lower Manhattan",Manhattan
3141,1 Ave & E 68 St,40.76500525,-73.95818491,10065,NA,NA,NA
3259,9 Ave & W 28 St,40.74937024193277,-73.99923384189606,10001,306308,Chelsea Village,Manhattan
3137,5 Ave & E 73 St,40.77282817,-73.96685276,10021,305307,Upper East Side Gramercy,Manhattan
2010,Grand St & Greene St,40.72165481,-74.00234737,10013,306308,Chelsea Village,Manhattan
495,W 47 St & 10 Ave,40.76269882,-73.99301222,10036,306308,Chelsea Village,Manhattan
195,Liberty St & Broadway,40.70905623,-74.01043382,10005,309310,"Union Square, Lower Manhattan",Manhattan
3358,Garfield Pl & 8 Ave,40.6711978,-73.97484126,11215,202,Downtown Heights Slope,Brooklyn
3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,11222,201,Greenpoint,Brooklyn
3435,Grand St & Elizabeth St,40.718822,-73.99596,10013,306308,Chelsea Village,Manhattan
3587,Carroll St & Washington Ave,40.6686744,-73.9618148,11225,207,East Flatbush Flatbush,Brooklyn
3486,Schermerhorn St & Bond St,40.688417427540834,-73.98451656103134,11201,202,Downtown Heights Slope,Brooklyn
3349,Grand Army Plaza & Plaza St West,40.6729679,-73.97087984,11217,202,Downtown Heights Slope,Brooklyn
349,Rivington St & Ridge St,40.71850211,-73.98329859,10002,309310,"Union Square, Lower Manhattan",Manhattan
487,E 20 St & FDR Drive,40.73314259,-73.97573881,10010,305307,Upper East Side Gramercy,Manhattan
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,10022,305307,Upper East Side Gramercy,Manhattan
358,Christopher St & Greenwich St,40.73291553,-74.00711384,10014,306308,Chelsea Village,Manhattan
3317,10 St & 5 Ave,40.6686273,-73.98700053,11215,202,Downtown Heights Slope,Brooklyn
467,Dean St & 4 Ave,40.68312489,-73.97895137,11213,203,Bedford Stuyvesant Crown Heights,Brooklyn
412,Forsyth St & Canal St,40.7158155,-73.99422366,10002,309310,"Union Square, Lower Manhattan",Manhattan
410,Suffolk St & Stanton St,40.72066442,-73.98517977,10002,309310,"Union Square, Lower Manhattan",Manhattan
383,Greenwich Ave & Charles St,40.735238,-74.000271,10014,306308,Chelsea Village,Manhattan
494,W 26 St & 8 Ave,40.74734825,-73.99723551,10001,306308,Chelsea Village,Manhattan
3595,35 St & Broadway,40.760339,-73.9222427,11106,401,Long Island City Astoria,Queens
445,E 10 St & Avenue A,40.72740794,-73.98142006,10009,309310,"Union Square, Lower Manhattan",Manhattan
296,Division St & Bowery,40.71413089,-73.9970468,10002,309310,"Union Square, Lower Manhattan",Manhattan
3341,Central Park West & W 102 St,40.795346,-73.96186,10025,304,Upper West Side,Manhattan
3155,Lexington Ave & E 63 St,40.76440023,-73.96648977,10021,305307,Upper East Side Gramercy,Manhattan
426,West St & Chambers St,40.71754834,-74.01322069,10282,NA,NA,NA
3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523,11217,202,Downtown Heights Slope,Brooklyn
3648,Flushing Ave & Vanderbilt Ave,40.69795031569544,-73.97077560424805,11205,202,Downtown Heights Slope,Brooklyn
470,W 20 St & 8 Ave,40.74345335,-74.00004031,10011,306308,Chelsea Village,Manhattan
3323,W 106 St & Central Park West,40.7981856,-73.9605909006,10025,304,Upper West Side,Manhattan
485,W 37 St & 5 Ave,40.75038009,-73.98338988,10018,306308,Chelsea Village,Manhattan
399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,11205,202,Downtown Heights Slope,Brooklyn
3598,Newton Rd & 44 St,40.7595701,-73.9142678,11103,401,Long Island City Astoria,Queens
3684,W 12 St & W 4 St,40.73756121181137,-74.00398269295692,10014,306308,Chelsea Village,Manhattan
2012,E 27 St & 1 Ave,40.739445,-73.976806,10016,305307,Upper East Side Gramercy,Manhattan
3582,Lincoln Pl & Classon Ave,40.6721683,-73.9609,11238,203,Bedford Stuyvesant Crown Heights,Brooklyn
503,E 20 St & Park Ave,40.73827428,-73.98751968,10003,309310,"Union Square, Lower Manhattan",Manhattan
3660,W 16 St & 8 Ave,40.741021509002664,-74.001384973526,10011,306308,Chelsea Village,Manhattan
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,10011,306308,Chelsea Village,Manhattan
3709,W 15 St & 6 Ave,40.738046142482766,-73.99642959237099,10011,306308,Chelsea Village,Manhattan
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,10003,309310,"Union Square, Lower Manhattan",Manhattan
3419,Douglass St & 4 Ave,40.6792788,-73.98154004,11217,202,Downtown Heights Slope,Brooklyn
3294,E 91 St & Park Ave,40.7835016,-73.955327,10128,305307,Upper East Side Gramercy,Manhattan
453,W 22 St & 8 Ave,40.74475148,-73.99915362,10011,306308,Chelsea Village,Manhattan
151,Cleveland Pl & Spring St,40.722103786686034,-73.99724900722504,10012,306308,Chelsea Village,Manhattan
3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,10026,302,Central Harlem Morningside Heights,Manhattan
357,E 11 St & Broadway,40.73261787,-73.99158043,10003,309310,"Union Square, Lower Manhattan",Manhattan
516,E 47 St & 1 Ave,40.75206862,-73.96784384,10075,NA,NA,NA
499,Broadway & W 60 St,40.76915505,-73.98191841,10463,101,Kingsbridge Riverdale,Bronx
3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,10023,304,Upper West Side,Manhattan
368,Carmine St & 6 Ave,40.73038599,-74.00214988,10014,306308,Chelsea Village,Manhattan
150,E 2 St & Avenue C,40.7208736,-73.98085795,10009,309310,"Union Square, Lower Manhattan",Manhattan
460,S 4 St & Wythe Ave,40.71285887,-73.96590294,11211,201,Greenpoint,Brooklyn
514,12 Ave & W 40 St,40.76087502,-74.00277668,10199,NA,NA,NA
301,E 2 St & Avenue B,40.72217444,-73.98368779,10009,309310,"Union Square, Lower Manhattan",Manhattan
3440,Fulton St & Adams St,40.692418292578466,-73.98949474096298,11207,204,East New York,Brooklyn
492,W 33 St & 7 Ave,40.75019995,-73.99093085,10001,306308,Chelsea Village,Manhattan
313,Washington Ave & Park Ave,40.69610226,-73.96751037,11205,202,Downtown Heights Slope,Brooklyn
3092,Berry St & N 8 St,40.7190095,-73.95852515,11249,NA,NA,NA
3364,Carroll St & 5 Ave,40.6751622,-73.9814832,11215,202,Downtown Heights Slope,Brooklyn
308,St James Pl & Oliver St,40.71307916,-73.99851193,10038,309310,"Union Square, Lower Manhattan",Manhattan
480,W 53 St & 10 Ave,40.76669671,-73.99061728,10019,306308,Chelsea Village,Manhattan
3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,10001,306308,Chelsea Village,Manhattan
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,11222,201,Greenpoint,Brooklyn
3676,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608,11231,202,Downtown Heights Slope,Brooklyn
3096,Union Ave & N 12 St,40.71924,-73.95242,11211,201,Greenpoint,Brooklyn
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,11249,NA,NA,NA
3429,Hanson Pl & Ashland Pl,40.68506807308177,-73.97790759801863,11217,202,Downtown Heights Slope,Brooklyn
479,9 Ave & W 45 St,40.76019252,-73.9912551,10019,306308,Chelsea Village,Manhattan
3533,St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,10027,302,Central Harlem Morningside Heights,Manhattan
2008,Little West St & 1 Pl,40.70569254,-74.01677685,10280,309310,"Union Square, Lower Manhattan",Manhattan
450,W 49 St & 8 Ave,40.76227205,-73.98788205,10019,306308,Chelsea Village,Manhattan
127,Barrow St & Hudson St,40.73172428,-74.00674436,10014,306308,Chelsea Village,Manhattan
3714,Division Av & Hooper St,40.70684203101325,-73.9544353965357,11249,NA,NA,NA
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,11221,211,Williamsburg Bushwick,Brooklyn
146,Hudson St & Reade St,40.71625008,-74.0091059,10014,306308,Chelsea Village,Manhattan
334,W 20 St & 7 Ave,40.74238787,-73.99726235,10011,306308,Chelsea Village,Manhattan
3106,Driggs Ave & N Henry St,40.72325,-73.94308,11211,201,Greenpoint,Brooklyn
502,Henry St & Grand St,40.714215,-73.981346,10002,309310,"Union Square, Lower Manhattan",Manhattan
3715,Driggs Ave & N 9 St,40.71816969454208,-73.95520135760307,11211,201,Greenpoint,Brooklyn
3659,W 17 St & 9 Ave,40.74294891660091,-74.00413691997528,10011,306308,Chelsea Village,Manhattan
298,3 Ave & Schermerhorn St,40.68683208,-73.9796772,11227,NA,NA,NA
326,E 11 St & 1 Ave,40.72953837,-73.98426726,10009,309310,"Union Square, Lower Manhattan",Manhattan
267,Broadway & W 36 St,40.75097711,-73.98765428,10018,306308,Chelsea Village,Manhattan
490,8 Ave & W 33 St,40.751551,-73.993934,10001,306308,Chelsea Village,Manhattan
478,11 Ave & W 41 St,40.76030096,-73.99884222,10018,306308,Chelsea Village,Manhattan
3314,W 95 St & Broadway,40.7937704,-73.971888,10025,304,Upper West Side,Manhattan
473,Rivington St & Chrystie St,40.72110063,-73.9919254,10002,309310,"Union Square, Lower Manhattan",Manhattan
3686,Gansevoort St & Hudson St,40.73944820130403,-74.00507032871246,10014,306308,Chelsea Village,Manhattan
310,State St & Smith St,40.68926942,-73.98912867,11208,204,East New York,Brooklyn
3258,W 27 St & 10 Ave,40.75018156325683,-74.00218427181244,10001,306308,Chelsea Village,Manhattan
382,University Pl & E 14 St,40.73492695,-73.99200509,10003,309310,"Union Square, Lower Manhattan",Manhattan
3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,10040,301,Washington Heights Inwood,Manhattan
254,W 11 St & 6 Ave,40.73532427,-73.99800419,10014,306308,Chelsea Village,Manhattan
3085,Roebling St & N 4 St,40.71469,-73.95739,11211,201,Greenpoint,Brooklyn
486,Broadway & W 29 St,40.7462009,-73.98855723,10019,306308,Chelsea Village,Manhattan
497,E 17 St & Broadway,40.73704984,-73.99009296,10010,305307,Upper East Side Gramercy,Manhattan
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,10012,306308,Chelsea Village,Manhattan
2009,Catherine St & Monroe St,40.71117444,-73.99682619,10038,309310,"Union Square, Lower Manhattan",Manhattan
3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,11225,207,East Flatbush Flatbush,Brooklyn
471,Grand St & Havemeyer St,40.71286844,-73.95698119,11211,201,Greenpoint,Brooklyn
3599,Franklin Ave & Empire Blvd,40.66314,-73.9605695,11225,207,East Flatbush Flatbush,Brooklyn
291,Madison St & Montgomery St,40.713126,-73.984844,10002,309310,"Union Square, Lower Manhattan",Manhattan
455,1 Ave & E 44 St,40.75001986,-73.96905301,10158,NA,NA,NA
440,E 45 St & 3 Ave,40.75255434,-73.97282625,10017,305307,Upper East Side Gramercy,Manhattan
268,Howard St & Centre St,40.71910537,-73.99973337,10013,306308,Chelsea Village,Manhattan
3409,Bergen St & Smith St,40.6867443,-73.99063168,11213,203,Bedford Stuyvesant Crown Heights,Brooklyn
531,Forsyth St & Broome St,40.71893904,-73.99266288,10002,309310,"Union Square, Lower Manhattan",Manhattan
3143,5 Ave & E 78 St,40.77632142182271,-73.96427392959595,10075,NA,NA,NA
520,W 52 St & 5 Ave,40.75992262,-73.97648516,10019,306308,Chelsea Village,Manhattan
3243,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478,10022,305307,Upper East Side Gramercy,Manhattan
3082,Hope St & Union Ave,40.71167351,-73.95141312,11211,201,Greenpoint,Brooklyn
72,W 52 St & 11 Ave,40.76727216,-73.99392888,10019,306308,Chelsea Village,Manhattan
279,Peck Slip & Front St,40.707873,-74.00167,10038,309310,"Union Square, Lower Manhattan",Manhattan
249,Harrison St & Hudson St,40.71870987,-74.0090009,10013,306308,Chelsea Village,Manhattan
312,Allen St & Stanton St,40.722055,-73.989111,10002,309310,"Union Square, Lower Manhattan",Manhattan
3335,Union St & 4 Ave,40.6772744,-73.98282002,11215,202,Downtown Heights Slope,Brooklyn
432,E 7 St & Avenue A,40.72621788,-73.98379855,10009,309310,"Union Square, Lower Manhattan",Manhattan
401,Allen St & Rivington St,40.72019576,-73.98997825,10002,309310,"Union Square, Lower Manhattan",Manhattan
238,Bank St & Washington St,40.7361967,-74.00859207,10014,306308,Chelsea Village,Manhattan
545,E 23 St & 1 Ave,40.736502,-73.97809472,10010,305307,Upper East Side Gramercy,Manhattan
320,Leonard St & Church St,40.717571,-74.005549,10013,306308,Chelsea Village,Manhattan
3454,Leonard St & Maujer St,40.7103685423523,-73.94705951213837,11206,211,Williamsburg Bushwick,Brooklyn
282,Kent Ave & S 11 St,40.707644944175705,-73.96841526031494,11249,NA,NA,NA
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,11201,202,Downtown Heights Slope,Brooklyn
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,11249,NA,NA,NA
3570,35 Ave & 37 St,40.7557327,-73.9236611,11101,401,Long Island City Astoria,Queens
3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692,10026,302,Central Harlem Morningside Heights,Manhattan
3147,E 85 St & 3 Ave,40.77801203,-73.95407149,10028,305307,Upper East Side Gramercy,Manhattan
3620,11 St & 43 Ave,40.7519071,-73.9479119,11101,401,Long Island City Astoria,Queens
3699,W 50 St & 9 Ave,40.763604677958625,-73.98917958140373,10019,306308,Chelsea Village,Manhattan
174,E 25 St & 1 Ave,40.7381765,-73.97738662,10010,305307,Upper East Side Gramercy,Manhattan
454,E 51 St & 1 Ave,40.75455731,-73.96592976,10022,305307,Upper East Side Gramercy,Manhattan
3244,University Pl & E 8 St,40.73143724085228,-73.99490341544151,10011,306308,Chelsea Village,Manhattan
3168,Central Park West & W 85 St,40.78472675,-73.96961715,10024,304,Upper West Side,Manhattan
3289,W 90 St & Amsterdam Ave,40.79017948095081,-73.97288918495178,10024,304,Upper West Side,Manhattan
248,Laight St & Hudson St,40.72185379,-74.00771779,10013,306308,Chelsea Village,Manhattan
532,S 5 Pl & S 5 St,40.710451,-73.960876,11249,NA,NA,NA
3516,31 St & Astoria Blvd,40.7699176,-73.9184057,11102,401,Long Island City Astoria,Queens
459,W 20 St & 11 Ave,40.746745,-74.007756,10011,306308,Chelsea Village,Manhattan
3162,W 78 St & Broadway,40.78339981,-73.98093133,10024,304,Upper West Side,Manhattan
3078,Broadway & Roebling St,40.70924826276157,-73.96063148975372,11207,204,East New York,Brooklyn
3105,N 15 St & Wythe Ave,40.724055,-73.955736,11222,201,Greenpoint,Brooklyn
3370,E 78 St & 2 Ave,40.7727966,-73.95577801,10021,305307,Upper East Side Gramercy,Manhattan
415,Pearl St & Hanover Square,40.7047177,-74.00926027,10038,309310,"Union Square, Lower Manhattan",Manhattan
303,Mercer St & Spring St,40.72362738,-73.99949601,10012,306308,Chelsea Village,Manhattan
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,10153,NA,NA,NA
319,Fulton St & Broadway,40.711066,-74.009447,10007,309310,"Union Square, Lower Manhattan",Manhattan
389,Broadway & Berry St,40.71044554,-73.96525063,11207,204,East New York,Brooklyn
242,Carlton Ave & Flushing Ave,40.697787,-73.973736,11238,203,Bedford Stuyvesant Crown Heights,Brooklyn
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,11211,201,Greenpoint,Brooklyn
3263,Cooper Square & Astor Pl,40.72951496224949,-73.99075269699097,10003,309310,"Union Square, Lower Manhattan",Manhattan
417,Barclay St & Church St,40.71291224,-74.01020234,10007,309310,"Union Square, Lower Manhattan",Manhattan
540,Lexington Ave & E 29 St,40.74311555376486,-73.98215353488922,10035,303,East Harlem,Manhattan
3307,West End Ave & W 94 St,40.7941654,-73.974124,10025,304,Upper West Side,Manhattan
3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,11206,211,Williamsburg Bushwick,Brooklyn
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,10003,309310,"Union Square, Lower Manhattan",Manhattan
3112,Milton St & Franklin St,40.72906,-73.95779,11222,201,Greenpoint,Brooklyn
3461,Murray St & Greenwich St,40.71485150526251,-74.01122331619263,10007,309310,"Union Square, Lower Manhattan",Manhattan
3612,30 Ave & 21 St,40.7703743,-73.9286078,11102,401,Long Island City Astoria,Queens
391,Clark St & Henry St,40.69760127,-73.99344559,11242,NA,NA,NA
3711,E 13 St & Avenue A,40.72966729392978,-73.98067966103554,10009,309310,"Union Square, Lower Manhattan",Manhattan
3606,49 Ave & 21 St,40.74252,-73.948852,11101,401,Long Island City Astoria,Queens
3088,Union Ave & Jackson St,40.7160751,-73.952029,11211,201,Greenpoint,Brooklyn
3365,3 St & 7 Ave,40.6703837,-73.97839676,11215,202,Downtown Heights Slope,Brooklyn
3319,14 St & 5 Ave,40.666287,-73.98895053,11215,202,Downtown Heights Slope,Brooklyn
3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,11211,201,Greenpoint,Brooklyn
3300,Prospect Park West & 8 St,40.66514681533792,-73.97637605667114,11215,202,Downtown Heights Slope,Brooklyn
3348,Coffey St & Conover St,40.677236,-74.015665,11231,202,Downtown Heights Slope,Brooklyn
3346,Berkeley Pl & 7 Ave,40.675146838709786,-73.97523209452629,11217,202,Downtown Heights Slope,Brooklyn
316,Fulton St & William St,40.70955958,-74.00653609,10038,309310,"Union Square, Lower Manhattan",Manhattan
243,Fulton St & Rockwell Pl,40.688226,-73.979382,11217,202,Downtown Heights Slope,Brooklyn
388,W 26 St & 10 Ave,40.749717753,-74.002950346,10001,306308,Chelsea Village,Manhattan
3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,11222,201,Greenpoint,Brooklyn
265,Stanton St & Chrystie St,40.72229346,-73.99147535,10002,309310,"Union Square, Lower Manhattan",Manhattan
293,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,10003,309310,"Union Square, Lower Manhattan",Manhattan
3474,6 Ave & Spring St,40.7252556952547,-74.00412082672119,10012,306308,Chelsea Village,Manhattan
3641,Broadway & W 25 St,40.74286877312112,-73.98918628692627,10010,305307,Upper East Side Gramercy,Manhattan
442,W 27 St & 7 Ave,40.746647,-73.993915,10001,306308,Chelsea Village,Manhattan
3410,Dean St & Hoyt St,40.6864442,-73.98759104,11217,202,Downtown Heights Slope,Brooklyn
3295,Central Park W & W 96 St,40.79127,-73.964839,10025,304,Upper West Side,Manhattan
330,Reade St & Broadway,40.71450451,-74.00562789,10013,306308,Chelsea Village,Manhattan
3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676,10205,NA,NA,NA
3571,Bedford Ave & Bergen St,40.676368,-73.952918,11226,207,East Flatbush Flatbush,Brooklyn
3407,Union St & Nevins St,40.67909799721684,-73.98765474557877,11215,202,Downtown Heights Slope,Brooklyn
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,10036,306308,Chelsea Village,Manhattan
311,Norfolk St & Broome St,40.7172274,-73.98802084,10002,309310,"Union Square, Lower Manhattan",Manhattan
509,9 Ave & W 22 St,40.7454973,-74.00197139,10019,306308,Chelsea Village,Manhattan
443,Bedford Ave & S 9 St,40.70853074,-73.96408963,11249,NA,NA,NA
3656,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,10009,309310,"Union Square, Lower Manhattan",Manhattan
3356,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,10023,304,Upper West Side,Manhattan
237,E 11 St & 2 Ave,40.73047309,-73.98672378,10003,309310,"Union Square, Lower Manhattan",Manhattan
406,Hicks St & Montague St,40.69512845,-73.99595065,11201,202,Downtown Heights Slope,Brooklyn
3614,Crescent St & 30 Ave,40.768692,-73.9249574,11102,401,Long Island City Astoria,Queens
3044,Albany Ave & Fulton St,40.6800105,-73.938475,11216,203,Bedford Stuyvesant Crown Heights,Brooklyn
3091,Frost St & Meeker St,40.71764,-73.94882,11211,201,Greenpoint,Brooklyn
3575,Crescent St & 34 Ave,40.76108,-73.930562,11106,401,Long Island City Astoria,Queens
3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,11249,NA,NA,NA
3400,E 110 St & Madison Ave,40.7961535,-73.94782145,10029,303,East Harlem,Manhattan
3414,Bergen St & Flatbush Ave,40.680944723477296,-73.97567331790923,11217,202,Downtown Heights Slope,Brooklyn
491,E 24 St & Park Ave S,40.74096374,-73.98602213,10010,305307,Upper East Side Gramercy,Manhattan
3157,East End Ave & E 86 St,40.77518615,-73.94446054,10028,305307,Upper East Side Gramercy,Manhattan
376,John St & William St,40.70862144,-74.00722156,10038,309310,"Union Square, Lower Manhattan",Manhattan
3179,Park Ave & Marcus Garvey Blvd,40.698617,-73.941342,11206,211,Williamsburg Bushwick,Brooklyn
3508,St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,10027,302,Central Harlem Morningside Heights,Manhattan
498,Broadway & W 32 St,40.74854862,-73.98808416,10001,306308,Chelsea Village,Manhattan
3453,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077,11211,201,Greenpoint,Brooklyn
3472,W 15 St & 10 Ave,40.742753828659026,-74.00747358798981,10014,306308,Chelsea Village,Manhattan
212,W 16 St & The High Line,40.74334935,-74.00681753,10011,306308,Chelsea Village,Manhattan
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,11231,202,Downtown Heights Slope,Brooklyn
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,11217,202,Downtown Heights Slope,Brooklyn
3668,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,11222,201,Greenpoint,Brooklyn
482,W 15 St & 7 Ave,40.73935542,-73.99931783,10011,306308,Chelsea Village,Manhattan
361,Allen St & Hester St,40.71605866,-73.99190759,10002,309310,"Union Square, Lower Manhattan",Manhattan
3413,Wyckoff St & 3 Ave,40.6827549,-73.98258555,11217,202,Downtown Heights Slope,Brooklyn
3492,E 118 St & Park Ave,40.8005385,-73.9419949,10035,303,East Harlem,Manhattan
2000,Front St & Washington St,40.70255088,-73.98940236,11201,202,Downtown Heights Slope,Brooklyn
546,E 30 St & Park Ave S,40.74444921,-73.98303529,10016,305307,Upper East Side Gramercy,Manhattan
3283,W 89 St & Columbus Ave,40.7882213,-73.97041561,10024,304,Upper West Side,Manhattan
472,E 32 St & Park Ave,40.7457121,-73.98194829,10016,305307,Upper East Side Gramercy,Manhattan
3158,W 63 St & Broadway,40.77163851,-73.98261428,10023,304,Upper West Side,Manhattan
474,5 Ave & E 29 St,40.7451677,-73.98683077,10035,303,East Harlem,Manhattan
386,Centre St & Worth St,40.71494807,-74.00234482,10013,306308,Chelsea Village,Manhattan
3540,Morningside Ave & W 123 St,40.81,-73.9551508,10027,302,Central Harlem Morningside Heights,Manhattan
393,E 5 St & Avenue C,40.72299208,-73.97995466,10009,309310,"Union Square, Lower Manhattan",Manhattan
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,11206,211,Williamsburg Bushwick,Brooklyn
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,11221,211,Williamsburg Bushwick,Brooklyn
390,Duffield St & Willoughby St,40.69221589,-73.9842844,11201,202,Downtown Heights Slope,Brooklyn
3663,Sterling Pl & 7 Ave,40.67716489469059,-73.973827958107,11217,202,Downtown Heights Slope,Brooklyn
3526,31 St & 23 Ave,40.7747878,-73.9125551,11105,401,Long Island City Astoria,Queens
476,E 31 St & 3 Ave,40.74394314,-73.97966069,10016,305307,Upper East Side Gramercy,Manhattan
3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,11101,401,Long Island City Astoria,Queens
341,Stanton St & Mangin St,40.71782143,-73.97628939,10002,309310,"Union Square, Lower Manhattan",Manhattan
3569,Franklin Ave & St Marks Ave,40.6758324,-73.9561677,11213,203,Bedford Stuyvesant Crown Heights,Brooklyn
317,E 6 St & Avenue B,40.72453734,-73.98185424,10009,309310,"Union Square, Lower Manhattan",Manhattan
528,2 Ave & E 31 St,40.74290902,-73.97706058,10016,305307,Upper East Side Gramercy,Manhattan
3459,E 53 St & 3 Ave,40.75763227739443,-73.96930575370789,10022,305307,Upper East Side Gramercy,Manhattan
3067,Broadway & Whipple St,40.7016657,-73.9437303,11207,204,East New York,Brooklyn
3701,Cliff St & Fulton St,40.70831794366396,-74.00504082441329,10038,309310,"Union Square, Lower Manhattan",Manhattan
251,Mott St & Prince St,40.72317958,-73.99480012,10012,306308,Chelsea Village,Manhattan
3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,11225,207,East Flatbush Flatbush,Brooklyn
436,Hancock St & Bedford Ave,40.68216564,-73.95399026,11233,203,Bedford Stuyvesant Crown Heights,Brooklyn
3628,Lenox Ave & W 117 St,40.8025566,-73.9490782,10026,302,Central Harlem Morningside Heights,Manhattan
3368,5 Ave & 3 St,40.6728155,-73.98352355,11209,209,Bensonhurst Bay Ridge,Brooklyn
331,Pike St & Monroe St,40.71173107,-73.99193043,10002,309310,"Union Square, Lower Manhattan",Manhattan
257,Lispenard St & Broadway,40.71939226,-74.00247214,10013,306308,Chelsea Village,Manhattan
3086,Graham Ave & Conselyea St,40.715143,-73.944507,11211,201,Greenpoint,Brooklyn
3382,Carroll St & Smith St,40.680611,-73.99475825,11231,202,Downtown Heights Slope,Brooklyn
419,Carlton Ave & Park Ave,40.69580705,-73.97355569,11205,202,Downtown Heights Slope,Brooklyn
3310,14 St & 7 Ave,40.663779,-73.98396846,11215,202,Downtown Heights Slope,Brooklyn
