bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
38526,Customer,Female,36,2019-09-01T00:17:17Z,2019-09-01T00:25:45Z,40.68676793,-73.95928168,40.6823687,-73.944118,120,Lexington Ave & Classon Ave,11221,Williamsburg Bushwick,3047,Halsey St & Tompkins Ave,11233,Bedford Stuyvesant Crown Heights,96,61.8,7.5,97,62.9,6.61,Brooklyn,Brooklyn,975,674
33808,Customer,Male,27,2019-09-01T00:17:57Z,2019-09-01T00:30:06Z,40.6851443,-73.95380904,40.68506807308177,-73.97790759801863,344,Monroe St & Bedford Ave,11216,Bedford Stuyvesant Crown Heights,3429,Hanson Pl & Ashland Pl,11217,Downtown Heights Slope,83,62.9,6.61,74,50.8,7.44,Brooklyn,Brooklyn,984,2851
39440,Subscriber,Male,45,2019-09-01T00:18:17Z,2019-09-01T00:38:43Z,40.6704922,-73.98541675,40.6721683,-73.9609,3404,7 St & 5 Ave,11215,Downtown Heights Slope,3582,Lincoln Pl & Classon Ave,11238,Bedford Stuyvesant Crown Heights,47,50.8,7.44,70,62.9,6.61,Brooklyn,Brooklyn,756,379
32385,Subscriber,Female,29,2019-09-01T00:18:40Z,2019-09-01T00:24:35Z,40.71167351,-73.95141312,40.71929301,-73.94500379,3082,Hope St & Union Ave,11211,Greenpoint,3095,Graham Ave & Herbert St,11222,Greenpoint,88,41.8,8.56,61,41.8,8.56,Brooklyn,Brooklyn,1666,424
38510,Customer,Female,22,2019-09-01T00:19:13Z,2019-09-01T00:51:33Z,40.671907,-73.993612,40.69512845,-73.99595065,3795,10 St & 2 Ave,11215,Downtown Heights Slope,406,Hicks St & Montague St,11201,Downtown Heights Slope,47,50.8,7.44,64,50.8,7.44,Brooklyn,Brooklyn,256,1426
21022,Subscriber,Male,25,2019-09-01T00:19:24Z,2019-09-01T00:24:40Z,40.72079821,-73.95484712,40.71929301,-73.94500379,3101,N 12 St & Bedford Ave,11211,Greenpoint,3095,Graham Ave & Herbert St,11222,Greenpoint,88,41.8,8.56,61,41.8,8.56,Brooklyn,Brooklyn,1695,424
19013,Subscriber,Female,27,2019-09-01T00:20:55Z,2019-09-01T00:37:05Z,40.71044554,-73.96525063,40.69425403,-73.94626915,389,Broadway & Berry St,11207,East New York,3060,Willoughby Ave & Tompkins Ave,11221,Williamsburg Bushwick,99,71.2,6.56,96,61.8,7.5,Brooklyn,Brooklyn,1866,593
20254,Subscriber,Female,26,2019-09-01T00:21:19Z,2019-09-01T00:30:36Z,40.689888,-73.981013,40.697787,-73.973736,324,DeKalb Ave & Hudson Ave,11221,Williamsburg Bushwick,242,Carlton Ave & Flushing Ave,11238,Bedford Stuyvesant Crown Heights,96,61.8,7.5,70,62.9,6.61,Brooklyn,Brooklyn,1739,792
31493,Customer,Unknown,50,2019-09-01T00:21:37Z,2019-09-01T00:42:06Z,40.6691783,-73.9554162,40.67890679,-73.94142771,3585,Union St & Bedford Ave,11225,East Flatbush Flatbush,3041,Kingston Ave & Herkimer St,11225,East Flatbush Flatbush,88,58.9,6.31,88,58.9,6.31,Brooklyn,Brooklyn,343,818
35368,Customer,Male,29,2019-09-01T00:22:32Z,2019-09-01T00:37:32Z,40.67759206937376,-73.955637216568,40.6933982,-73.939877,3673,Dean St & Franklin Ave,11238,Bedford Stuyvesant Crown Heights,3059,Pulaski St & Marcus Garvey Blvd,11206,Williamsburg Bushwick,70,62.9,6.61,100,61.8,7.5,Brooklyn,Brooklyn,1090,412
