bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
28094,Subscriber,Female,22,2019-09-01T00:03:29Z,2019-09-01T00:09:42Z,40.74780373,-73.9734419,40.73912601,-73.97973776,518,E 39 St & 2 Ave,10016,Upper East Side Gramercy,507,E 25 St & 2 Ave,10010,Upper East Side Gramercy,42,36.5,8.98,50,36.5,8.98,Manhattan,Manhattan,5977,5922
33227,Subscriber,Male,24,2019-09-01T00:03:29Z,2019-09-01T00:10:24Z,40.76440023,-73.96648977,40.76712840349542,-73.96224617958069,3155,Lexington Ave & E 63 St,10021,Upper East Side Gramercy,3131,E 68 St & 3 Ave,10021,Upper East Side Gramercy,30,36.5,8.98,30,36.5,8.98,Manhattan,Manhattan,230,1203
38434,Customer,Male,28,2019-09-01T00:03:31Z,2019-09-01T00:26:05Z,40.73532427,-73.99800419,40.73532427,-73.99800419,254,W 11 St & 6 Ave,10014,Chelsea Village,254,W 11 St & 6 Ave,10014,Chelsea Village,37,38.1,10.02,37,38.1,10.02,Manhattan,Manhattan,4977,4976
30889,Subscriber,Male,31,2019-09-01T00:03:37Z,2019-09-01T00:21:37Z,40.75513557,-73.98658032,40.72317958,-73.99480012,465,Broadway & W 41 St,10018,Chelsea Village,251,Mott St & Prince St,10012,Chelsea Village,65,38.1,10.02,60,38.1,10.02,Manhattan,Manhattan,7135,5686
31362,Subscriber,Female,38,2019-09-01T00:03:37Z,2019-09-01T00:13:30Z,40.72966729392978,-73.98067966103554,40.735445,-73.99431,3711,E 13 St & Avenue A,10009,"Union Square, Lower Manhattan",3708,W 13 St & 5 Ave,10011,Chelsea Village,88,40.5,8.67,51,38.1,10.02,Manhattan,Manhattan,8046,6100
28490,Subscriber,Male,49,2019-09-01T00:03:37Z,2019-09-01T00:39:30Z,40.722055,-73.989111,40.722055,-73.989111,312,Allen St & Stanton St,10002,"Union Square, Lower Manhattan",312,Allen St & Stanton St,10002,"Union Square, Lower Manhattan",97,40.5,8.67,97,40.5,8.67,Manhattan,Manhattan,5737,6252
19541,Subscriber,Male,44,2019-09-01T00:04:05Z,2019-09-01T00:16:42Z,40.74322681432173,-73.97449783980846,40.74290902,-73.97706058,3687,E 33 St & 1 Ave,10016,Upper East Side Gramercy,528,2 Ave & E 31 St,10016,Upper East Side Gramercy,42,36.5,8.98,42,36.5,8.98,Manhattan,Manhattan,5829,4971
30370,Subscriber,Male,37,2019-09-01T00:04:13Z,2019-09-01T00:19:39Z,40.751551,-73.993934,40.73587678,-73.98205027,490,8 Ave & W 33 St,10001,Chelsea Village,461,E 20 St & 2 Ave,10009,"Union Square, Lower Manhattan",70,38.1,10.02,88,40.5,8.67,Manhattan,Manhattan,8790,5475
38274,Customer,Male,22,2019-09-01T00:04:19Z,2019-09-01T00:23:23Z,40.8008363,-73.9664492472,40.8008363,-73.9664492472,3357,W 106 St & Amsterdam Ave,10025,Upper West Side,3357,W 106 St & Amsterdam Ave,10025,Upper West Side,74,43.4,7.38,74,43.4,7.38,Manhattan,Manhattan,1295,1450
32762,Customer,Male,24,2019-09-01T00:04:20Z,2019-09-01T00:19:25Z,40.7390169121,-74.0026376103,40.76269882,-73.99301222,284,Greenwich Ave & 8 Ave,10014,Chelsea Village,495,W 47 St & 10 Ave,10036,Chelsea Village,37,38.1,10.02,69,38.1,10.02,Manhattan,Manhattan,7656,3716
