bikeid,user_type,gender,age,start_time,stop_time,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,start_station_id,start_station_name,start_zipcode,start_uhf34_neighborhood,end_station_id,end_station_name,end_zipcode,end_uhf34_neighborhood,start_sdi_score,start_percent_overweight,start_aq,end_sdi_score,end_percent_overweight,end_aq,end_borough,start_borough,start_station_count,end_station_count
20964,Customer,Unknown,50,2019-09-01T09:56:42Z,2019-09-01T10:23:34Z,40.757186,-73.932719,40.7601853,-73.9362726,3563,28 St & 36 Ave,11101,Long Island City Astoria,3564,21 St & 36 Ave,11106,Long Island City Astoria,85,56.4,7.99,76,56.4,7.99,Queens,Queens,337,167
35171,Customer,Female,27,2019-09-01T11:00:20Z,2019-09-01T11:55:44Z,40.7614376,-73.9411265,40.7614376,-73.9411265,3565,36 Ave & 10 St,11101,Long Island City Astoria,3565,36 Ave & 10 St,11101,Long Island City Astoria,85,56.4,7.99,85,56.4,7.99,Queens,Queens,484,438
27789,Customer,Female,29,2019-09-01T11:02:14Z,2019-09-01T11:17:25Z,40.7596276,-73.9321455,40.761293897289086,-73.916916847229,3566,Crescent St & 35 Ave,11106,Long Island City Astoria,3662,31 Ave & Steinway St,11369,West Queens,76,56.4,7.99,84,62.8,7.35,Queens,Queens,318,665
16641,Customer,Female,28,2019-09-01T11:11:46Z,2019-09-01T11:22:26Z,40.7699176,-73.9184057,40.770845,-73.934171,3516,31 St & Astoria Blvd,11102,Long Island City Astoria,3610,Vernon Blvd & 30 Rd,11106,Long Island City Astoria,76,56.4,7.99,76,56.4,7.99,Queens,Queens,502,548
38935,Subscriber,Male,42,2019-09-01T11:13:49Z,2019-09-01T11:50:59Z,40.7774552,-73.9225403,40.7774552,-73.9225403,3524,19 St & 24 Ave,11102,Long Island City Astoria,3524,19 St & 24 Ave,11102,Long Island City Astoria,76,56.4,7.99,76,56.4,7.99,Queens,Queens,516,469
38727,Subscriber,Female,27,2019-09-01T11:15:28Z,2019-09-01T12:00:32Z,40.74128309355993,-73.937258720397935,40.743,-73.93561,3647,48 Ave & 30 Pl,11101,Long Island City Astoria,3221,47 Ave & 31 St,11101,Long Island City Astoria,85,56.4,7.99,85,56.4,7.99,Queens,Queens,172,184
16853,Customer,Male,28,2019-09-01T11:34:20Z,2019-09-01T11:52:40Z,40.7531106,-73.9279917,40.761584,-73.925921,3561,37 Ave & 35 St,11101,Long Island City Astoria,3593,31 St & Broadway,11106,Long Island City Astoria,85,56.4,7.99,76,56.4,7.99,Queens,Queens,431,1175
19077,Subscriber,Male,66,2019-09-01T11:41:22Z,2019-09-01T11:51:31Z,40.75742,-73.945133,40.7692475,-73.9354504,3557,40 Ave & 9 St,11101,Long Island City Astoria,3609,Vernon Blvd & 31 Ave,11106,Long Island City Astoria,85,56.4,7.99,76,56.4,7.99,Queens,Queens,364,503
34999,Subscriber,Female,31,2019-09-01T11:50:13Z,2019-09-01T11:57:25Z,40.78145,-73.9183302,40.7747878,-73.9125551,3532,Ditmars Blvd & 19 St,11105,Long Island City Astoria,3526,31 St & 23 Ave,11105,Long Island City Astoria,62,56.4,7.99,62,56.4,7.99,Queens,Queens,727,1205
18218,Customer,Unknown,50,2019-09-01T11:59:45Z,2019-09-01T12:12:05Z,40.74469738,-73.93540375,40.74524768,-73.94733276,3123,31 St & Thomson Ave,11101,Long Island City Astoria,3121,Jackson Ave & 46 Rd,11101,Long Island City Astoria,85,56.4,7.99,85,56.4,7.99,Queens,Queens,525,283
28377,Customer,Male,26,2019-09-01T12:03:28Z,2019-09-01T12:21:39Z,40.762813800000004,-73.9342862,40.75110165,-73.94073717,3577,34 Ave & 21 St,11101,Long Island City Astoria,3129,Queens Plaza North & Crescent St,11101,Long Island City Astoria,85,56.4,7.99,85,56.4,7.99,Queens,Queens,294,1259
19178,Subscriber,Female,28,2019-09-01T12:25:58Z,2019-09-01T12:42:12Z,40.776165,-73.9153175,40.7647,-73.9240312,3525,23 Ave & 27 St,11105,Long Island City Astoria,3603,31 Ave & 30 St,11369,West Queens,62,56.4,7.99,84,62.8,7.35,Queens,Queens,264,317
30048,Subscriber,Male,36,2019-09-01T13:03:22Z,2019-09-01T13:10:15Z,40.74252,-73.948852,40.75325964,-73.94335788,3606,49 Ave & 21 St,11101,Long Island City Astoria,3130,21 St & Queens Plaza North,11101,Long Island City Astoria,85,56.4,7.99,85,56.4,7.99,Queens,Queens,357,873
17882,Customer,Female,27,2019-09-01T13:22:45Z,2019-09-01T13:45:45Z,40.75052534,-73.94594845,40.7703743,-73.9286078,3128,21 St & 43 Ave,11101,Long Island City Astoria,3612,30 Ave & 21 St,11102,Long Island City Astoria,85,56.4,7.99,76,56.4,7.99,Queens,Queens,276,338
39065,Subscriber,Male,68,2019-09-01T13:34:23Z,2019-09-01T13:58:22Z,40.75186951421875,-73.93349289894103,40.75186951421875,-73.93349289894103,3654,31 St & Northern Blvd,11101,Long Island City Astoria,3654,31 St & Northern Blvd,11101,Long Island City Astoria,85,56.4,7.99,85,56.4,7.99,Queens,Queens,388,282
28419,Subscriber,Male,58,2019-09-01T13:47:20Z,2019-09-01T13:55:25Z,40.7535992020056,-73.93795609474182,40.76315481910373,-73.93985509872437,3716,40 Ave & Crescent St,11101,Long Island City Astoria,3646,35 Ave & 10 St,11106,Long Island City Astoria,85,56.4,7.99,76,56.4,7.99,Queens,Queens,216,366
31900,Subscriber,Male,58,2019-09-01T13:56:54Z,2019-09-01T14:25:29Z,40.7627442,-73.9391141,40.7713937,-73.9077436,3567,11 St & 35 Ave,11106,Long Island City Astoria,3528,Steinway St & 23 Ave,11105,Long Island City Astoria,76,56.4,7.99,62,56.4,7.99,Queens,Queens,108,458
39148,Subscriber,Male,33,2019-09-01T18:34:55Z,2019-09-01T18:44:46Z,40.7527085,-73.9397405,40.756913,-73.921631,3556,24 St & 41 Ave,11101,Long Island City Astoria,3572,34 Ave & 38 St,11101,Long Island City Astoria,85,56.4,7.99,85,56.4,7.99,Queens,Queens,475,980
21158,Subscriber,Male,30,2019-09-07T14:29:38Z,2019-09-07T14:38:15Z,40.77485,-73.9342,40.7671863,-73.9373554,3811,27 Ave & 3 St,11102,Long Island City Astoria,3588,Vernon Blvd & 10 St,11106,Long Island City Astoria,76,56.4,7.99,76,56.4,7.99,Queens,Queens,147,474
