ZCTA5_FIPS,ZCTA5_population,SDI_score,PovertyLT100_FPL_score,Single_Parent_Fam_score,Education_LT12years_score,HHNo_Vehicle_score,HHRenter_Occupied_score,HHCrowding_score,Nonemployed_score,sdi,pct_Poverty_LT100,pct_Single_Parent_Fam,pct_Education_LT12years,pct_NonEmployed,pctHH_No_Vehicle,pctHH_Renter_Occupied,pctHH_Crowding
01001,17312,36,34,51,37,74,35,17,10,-.43084496,.085101269,.126561,.076442704,.20745921,.086469717,.2704708,.0083636856
01002,30014,72,91,78,15,79,82,33,83,.63324773,.25962469,.1809237,.04243372,.36542284,.096856505,.50989997,.014798938
01003,11357,76,100,1,90,1,100,1,100,.78632873,.80232561,0,.23809524,.66449398,0,.90476191,0
01005,5128,14,34,6,17,33,8,34,42,-1.1681253,.08560545,.048270315,.045957919,.26864406,.038580246,.1388889,.014917696
01007,15005,14,19,18,18,47,16,22,4,-1.175958,.060762376,.075582825,.047872864,.18352398,.051231351,.18551141,.01024627
01008,1140,8,9,3,51,2,1,32,11,-1.435065,.042105265,.033613447,.098792538,.20987654,.0061224489,.048979592,.014285714
01009,261,49,91,1,22,79,33,1,58,-.051408917,.25670499,0,.053658538,.29646018,.096491225,.2631579,0
01010,3658,17,18,54,14,10,5,40,70,-1.0511626,.057835307,.13197969,.041729324,.32380113,.018659296,.11955771,.017277125
01011,1430,28,41,37,47,35,18,1,23,-.66241246,.096956827,.10594315,.092421442,.23516949,.040780142,.19680852,0
01012,585,17,27,37,45,7,6,1,4,-1.0609841,.073504277,.10526316,.087866105,.18181819,.014705882,.12132353,0
01013,22733,87,79,94,78,90,82,51,63,1.1632828,.1918373,.25733677,.16983895,.30873242,.15765864,.5085339,.022757111
01020,30108,51,38,59,63,75,56,10,34,.017398134,.092833057,.14059156,.12557283,.25460157,.087591812,.35247695,.0051570558
01022,2586,62,84,85,13,59,54,20,99,.32931787,.21113689,.200883,.040072858,.53247589,.064124785,.34488735,.0095320623
01026,933,25,41,65,5,65,22,1,42,-.77924615,.096774191,.15163934,.024926687,.2682927,.071428575,.21875,0
01027,17818,32,35,34,11,51,59,12,19,-.55667704,.086312711,.10010882,.036441892,.2293158,.055373359,.36377397,.0063067609
01028,16242,17,12,40,27,60,13,24,33,-1.0660908,.047462553,.11012476,.061210215,.25263047,.064954683,.17354818,.011077543
01029,538,28,12,41,67,1,27,77,1,-.68988121,.048327137,.11111111,.13665944,.1462141,0,.2394958,.046218488
01030,11384,16,26,28,20,64,17,7,17,-1.083822,.070842527,.091417298,.051402431,.22390257,.069746375,.19497283,.0038496377
01031,1135,72,79,52,48,85,81,60,55,.64626914,.19383261,.12800001,.095011875,.29216468,.11731844,.49906892,.027932961
01032,495,5,30,1,1,9,3,1,19,-1.563603,.078787878,.0070422534,.0074626864,.22922637,.017094018,.094017096,0
01033,6322,10,7,30,25,27,7,13,2,-1.3280413,.037646316,.09500543,.057797395,.1606635,.033807147,.12908183,.0065309256
01034,2186,11,36,2,19,7,2,1,31,-1.2944156,.087800369,.030351438,.04978488,.24982156,.015204678,.073684208,0
01035,5319,18,23,58,10,68,22,5,34,-1.0174068,.067154124,.13788487,.035066504,.25402614,.075850047,.21621622,.0021795989
01036,5178,10,2,14,29,53,3,1,18,-1.3155289,.02559559,.067980967,.063957863,.22534767,.057,.086499996,0
01037,747,8,33,46,1,1,8,1,93,-1.4280128,.08372093,.11888112,0,.42332613,0,.13865547,0
01038,2734,15,10,33,3,65,36,38,9,-1.1361352,.044623263,.09987516,.019617224,.20421299,.071311474,.27459016,.016393442
01039,1207,6,7,2,12,28,34,1,3,-1.5271316,.038939521,.029069768,.037810944,.17560975,.034990791,.26703498,0
01040,40241,96,95,97,85,94,90,66,90,1.5713216,.29338345,.29811078,.20588344,.39913183,.21966226,.59327137,.032530434
01050,2438,20,35,32,35,35,13,9,28,-.94820958,.086079076,.097072423,.07227616,.24412856,.040299907,.17244612,.0046860357
01053,1593,45,88,53,23,63,28,1,78,-.1535483,.23493975,.13,.05559906,.34717786,.069026552,.24247788,0
01054,2001,9,22,39,19,3,5,8,18,-1.3689537,.065467268,.10796461,.050000001,.22629696,.0091383811,.11357702,.0039164489
01056,21291,44,35,44,79,57,35,13,42,-.18031676,.086615324,.11566307,.17369618,.26871291,.062208202,.27091482,.006687697
01057,8824,15,20,16,33,8,14,30,16,-1.1295162,.06213085,.072886296,.07026194,.22116219,.016165627,.17555304,.01361316
01060,15948,61,64,58,29,88,89,25,60,.31349638,.14539269,.13887922,.063246056,.30166537,.13865161,.58831602,.011744967
01062,10364,31,49,42,28,59,29,7,49,-.5922147,.11210406,.11219148,.062572569,.28123546,.063773677,.24718294,.00359626
01063,611,1,1,1,1,1,1,1,97,-1.9854703,0,0,0,.46481177,0,0,0
01066,31,,1,1,100,1,1,1,1,,0,0,1,0,0,0,0
01068,1833,6,10,11,15,28,1,1,41,-1.5098593,.044286497,.063314714,.042428676,.26615384,.034883723,.049418606,0
01069,8556,37,29,63,49,70,25,10,23,-.4029046,.075925268,.1477382,.095584817,.2352432,.078677312,.22976054,.0051311287
01070,648,12,24,17,9,6,15,63,12,-1.2317054,.067901231,.074712642,.032882012,.2118863,.013513514,.18243243,.030405406
01071,1318,6,17,44,13,17,3,1,40,-1.4977494,.056904402,.11609498,.039236479,.265625,.024714829,.093155891,0
01072,1478,24,36,55,4,51,3,36,71,-.80004901,.087695442,.13380282,.022686025,.32890704,.055555556,.096825399,.015873017
01073,6144,7,2,2,23,36,3,42,12,-1.4557956,.024820378,.030624263,.054922976,.21183112,.041562758,.091022447,.018287614
01074,411,66,73,100,1,88,98,1,1,.44004023,.17274939,.77894735,0,.14864865,.1368421,.77894735,0
01075,17703,32,40,37,22,68,36,13,56,-.55521613,.096083067,.10509155,.053244308,.2932418,.075574368,.27297461,.0066505442
01077,9720,27,29,36,37,63,16,27,24,-.72333628,.076803483,.10403963,.075571671,.23773395,.069400631,.18664564,.012355415
01079,781,14,1,100,1,1,55,1,55,-1.1804526,0,.74444443,0,.2923387,0,.34795323,0
01080,2709,80,90,61,47,51,78,88,94,.93238133,.24880029,.14378029,.092042759,.42722017,.055555556,.47603485,.075163402
01081,1883,9,17,17,18,24,14,23,21,-1.3514478,.056928035,.075050712,.047547169,.23148936,.031746034,.17857143,.01058201
01082,10580,56,56,73,46,74,47,18,45,.15324301,.12642261,.16811393,.090132587,.27309424,.087202966,.31327665,.0087202964
01083,3094,31,57,1,42,53,29,1,21,-.57831621,.13089852,0,.084493965,.2323031,.057223264,.24577861,0
01084,168,19,26,89,8,1,13,1,3,-.98166555,.071428575,.22,.031746034,.17582418,0,.17333333,0
01085,41780,38,26,44,53,63,49,20,52,-.37841868,.071685426,.11570738,.10301966,.28617561,.069191694,.3237091,.0097099869
01086,363,1,1,1,1,1,1,1,100,-2.0501735,0,0,0,.85399449,0,0,0
01088,509,44,75,41,4,70,52,1,56,-.20471472,.17878193,.11111111,.02284264,.29439253,.0785124,.33471075,0
01089,28609,61,49,53,53,82,68,47,37,.30581743,.11339916,.13029459,.1041471,.25934568,.10789369,.41245538,.020785403
01092,1278,37,16,98,7,71,34,87,46,-.39525989,.055555556,.30449826,.028335301,.2755214,.080260307,.26464209,.071583517
01093,313,4,31,3,1,1,1,1,18,-1.6230916,.079872206,.036144577,.013157895,.22564103,0,.05982906,0
01094,387,46,34,23,67,92,74,1,5,-.14539099,.085271321,.083333336,.13461539,.18562874,.17560975,.44878048,0
01095,14728,4,3,24,22,16,5,5,4,-1.6479048,.027387738,.085453197,.053897258,.17927758,.024176661,.11840853,.002284409
01096,2443,12,30,8,18,38,20,7,7,-1.2353536,.078342907,.055223882,.048056155,.1955414,.043396227,.20943396,.003773585
01097,56,81,100,100,93,1,96,1,100,.9460963,.71428573,.78571427,.26086956,.66666669,0,.69999999,0
01098,1263,16,20,36,25,45,6,50,7,-1.1064677,.062151395,.10365853,.05785124,.1943734,.049657535,.12328767,.022260275
01103,2332,99,100,98,88,98,99,63,96,1.7618386,.42538592,.32044199,.22385621,.45287356,.37609723,.87238353,.029709656
01104,23740,96,89,98,92,95,84,73,87,1.592591,.23729964,.31490073,.25301522,.38621742,.24882154,.52985412,.040516272
01105,11841,100,100,100,96,99,100,87,99,1.9660505,.50817394,.45973155,.3290253,.53575212,.47585654,.91604888,.069525145
01106,15987,3,2,12,17,21,4,9,41,-1.7158715,.021981606,.063776098,.045744013,.26601982,.028947825,.10868435,.0048535275
01107,11562,100,100,100,99,97,97,87,97,1.9614322,.43487743,.40868554,.4055137,.46247494,.3185243,.74564821,.069628477
01108,27054,96,92,98,91,94,90,53,83,1.5609014,.268684,.30826709,.24305515,.36551338,.21259029,.59845203,.023426212
01109,30383,96,93,99,86,95,88,56,97,1.5658358,.27809867,.33284929,.20649359,.46746069,.23097593,.56319863,.025150472
01118,14830,63,72,94,52,71,26,59,43,.37691125,.17031547,.25149253,.10127458,.27003065,.081342235,.23348559,.027406886
01119,13681,72,77,94,59,84,42,37,91,.65568328,.18721317,.25063372,.11608376,.4058066,.11428571,.29591838,.016122449
01128,2541,11,23,5,39,15,1,1,6,-1.2677721,.06572216,.045925926,.079074256,.19314642,.023041476,.0359447,0
01129,6941,54,65,94,41,66,36,10,54,.089121513,.14980346,.25291005,.08150091,.29084823,.073324025,.273743,.0052374303
01151,9032,94,82,99,86,88,87,75,83,1.4653885,.20571302,.33715597,.20847751,.36494598,.13556851,.5536443,.042565599
01199,0,,,,,,,,,,0,0,0,0,0,0,0
01201,44458,62,57,77,46,87,60,27,40,.33483136,.13071865,.17718557,.089861259,.26568225,.13141859,.37217781,.012237762
01220,8179,58,48,43,57,81,65,30,39,.21383192,.11173663,.11529628,.11061381,.26330429,.10254372,.39666137,.013513514
01222,807,34,46,11,95,25,8,1,75,-.49933133,.10780669,.063636363,.29322034,.33870968,.03206997,.13702624,0
01223,2443,8,21,16,18,7,2,13,15,-1.404964,.063855916,.073431239,.047376465,.22082227,.014995314,.075913779,.00656045
01224,125,60,88,91,92,1,34,1,19,.29099971,.23199999,.23404256,.25438598,.22807017,0,.265625,0
01225,3105,18,27,4,41,27,14,1,43,-1.0238603,.072141707,.039215688,.082736671,.26978764,.033839781,.17610498,0
01226,6769,10,12,34,22,16,28,1,22,-1.3074882,.048062481,.10110005,.053625379,.23356321,.024611399,.24222799,0
01229,91,20,1,1,79,91,20,1,77,-.93519348,0,0,.17582418,.34615386,.16666667,.20833333,0
01230,8525,31,28,70,34,59,32,17,44,-.58963525,.075145274,.15992561,.071039155,.27187562,.064084306,.25548276,.0082597546
01235,2567,26,48,48,37,19,15,8,13,-.74645036,.11154446,.12273362,.075642966,.21492538,.026881721,.1827957,.004480287
01236,1311,24,10,16,31,90,46,1,2,-.82221174,.044314381,.072463766,.066893421,.1557789,.15241636,.31040892,0
01237,2488,18,32,13,25,2,12,28,41,-1.0364162,.081189707,.066874027,.057251908,.26622903,.0067567569,.16988418,.012548262
01238,5814,25,16,59,34,51,39,19,22,-.76634622,.054363377,.14070681,.071299233,.23382045,.055459272,.28596187,.0090987869
01240,4453,25,15,19,20,86,54,1,59,-.77901232,.053488936,.077798858,.051443271,.29828623,.12154433,.34509057,0
01242,471,20,1,94,1,1,62,1,1,-.94309407,.0084925694,.26027396,.003164557,.14552239,0,.38124999,0
01243,268,1,8,1,1,1,1,1,26,-1.8461161,.041044775,0,0,.24120604,0,.034722224,0
01244,132,15,1,90,41,1,24,1,99,-1.1514745,0,.22916667,.08130081,.56060606,0,.22413793,0
01245,836,8,14,1,28,1,7,1,81,-1.4088562,.051435407,.012605042,.062222224,.35947713,0,.13602015,0
01247,15466,74,74,82,72,89,61,14,69,.70666617,.17658509,.19197631,.14863585,.32296962,.14462054,.3747333,.007010058
01253,769,4,9,6,20,9,2,1,35,-1.6093435,.041939713,.048979592,.05079826,.25641027,.017241379,.076354682,0
01254,902,7,19,4,13,10,1,13,42,-1.4759648,.059866961,.042763159,.039440203,.26844263,.018058691,.040632054,.0067720092
01255,891,16,9,25,49,43,1,45,19,-1.0904499,.042117931,.086757988,.096822992,.22862823,.048158642,.014164306,.019830028
01256,680,35,26,80,63,6,2,64,5,-.47261852,.07121212,.18571429,.12593985,.18510158,.013651877,.081911266,.030716723
01257,2017,12,33,7,3,47,10,1,5,-1.2540911,.082796231,.05399568,.020676691,.18759936,.051198255,.15250544,0
01258,488,5,31,1,7,6,11,1,7,-1.5745232,.079918034,0,.028795812,.19512194,.014018691,.15887851,0
01259,540,20,36,51,44,4,4,1,64,-.97274357,.088888891,.12716763,.08677686,.3093093,.01048951,.1013986,0
01260,427,62,28,100,86,1,84,89,1,.34466124,.074941449,.52631581,.20967741,.038314175,0,.52857143,.078571431
01262,1005,52,84,19,10,60,77,1,94,.037348006,.21436228,.077348068,.035388127,.43562609,.06530612,.46530613,0
01264,206,31,82,3,1,17,24,71,77,-.56753582,.2038835,.035714287,.006289308,.3442623,.025,.22499999,.037500001
01266,1295,5,15,9,8,5,7,1,10,-1.582778,.054054055,.058524173,.030360531,.2058433,.012237762,.13111888,0
01267,7753,35,47,50,24,72,33,1,78,-.46326631,.10931411,.12526691,.056441717,.34865618,.082209103,.26264757,0
01270,796,4,21,4,5,1,1,18,17,-1.6033826,.062814072,.043859649,.024390243,.22413793,0,0,.0087463558
01301,17617,58,49,75,43,82,71,24,38,.22903682,.11290797,.17204843,.086032771,.26134026,.10607545,.43152866,.011024008
01330,1276,21,42,25,9,38,16,14,11,-.93041843,.10015773,.08645533,.032977693,.21046373,.043554008,.18815331,.0069686412
01331,13486,53,57,52,49,72,32,32,81,.061740592,.13026504,.12899444,.095159456,.35891116,.081957884,.25668752,.014228799
01337,2532,21,30,37,13,49,17,9,40,-.92968106,.078915901,.10578279,.04002079,.2647436,.053122088,.19384903,.0046598325
01338,113,25,66,91,17,1,1,1,1,-.7886306,.15044248,.23529412,.046296295,.14864865,0,0,0
01339,1371,35,44,43,30,41,8,80,73,-.45844334,.10284464,.11466666,.065527067,.33418044,.04570384,.14259598,.051188301
01340,1779,26,50,44,25,8,12,51,8,-.75749749,.11467116,.11660079,.057228915,.2,.015873017,.16931216,.022486772
01341,1929,1,1,10,2,3,9,1,11,-1.8493489,.018858042,.060661763,.015950069,.20986547,.0077120825,.14524421,0
01342,1259,47,87,64,17,20,57,1,84,-.11262291,.22569135,.14901961,.04593176,.37220261,.02739726,.35890412,0
01343,78,17,23,1,59,1,37,1,3,-1.080091,.06666667,0,.11538462,.175,0,.27586207,0
01344,1380,43,51,13,47,69,20,64,42,-.21852322,.11751663,.066265061,.092702173,.26891735,.07692308,.20879121,.031135531
01346,471,2,4,9,19,14,1,1,19,-1.76968,.032051284,.057971016,.049707603,.22834645,.021857923,.021857923,0
01347,154,46,80,100,39,1,38,1,1,-.13837452,.19480519,.3888889,.078431375,0,0,.2820513,0
01349,1391,28,7,86,37,5,15,73,11,-.68004036,.037463978,.20775624,.076344088,.20855615,.012,.182,.039999999
01350,87,37,65,88,1,1,34,1,60,-.41019341,.14942528,.2173913,0,.3018868,0,.26530612,0
01351,2114,22,28,50,10,42,46,22,5,-.87306559,.075212866,.12631579,.034282394,.18881118,.047227927,.3100616,.01026694
01354,1596,9,35,7,8,9,15,1,14,-1.3491185,.086109363,.052493438,.030564263,.21626452,.017271157,.18307427,0
01355,931,12,15,27,11,14,6,60,60,-1.2395116,.053705692,.090277776,.036516853,.30088496,.022613065,.1281407,.027638191
01360,2981,19,10,22,42,60,11,31,25,-.99079049,.043978348,.082535885,.084124833,.23884514,.06530612,.1632653,.013877551
01364,7729,44,42,26,55,74,44,12,75,-.1803595,.099791013,.088369727,.10626557,.34011975,.087273881,.30371311,.0063471915
01366,1188,7,9,3,17,57,8,1,22,-1.4604197,.042031523,.034843206,.045606229,.23378378,.061310783,.14164905,0
01367,639,35,74,53,33,5,2,83,37,-.45469856,.17704917,.12987013,.070217915,.25970149,.012658228,.075949363,.059071731
01368,1377,16,30,22,26,30,15,10,35,-1.1039286,.078431375,.081841432,.059999999,.25700936,.036144577,.18072289,.0051635113
01370,3852,41,44,55,34,43,48,6,39,-.29311001,.10334903,.13365854,.070413224,.26365188,.047487576,.31860849,.0033130867
01373,4854,15,9,32,22,59,17,9,45,-1.1399055,.041407868,.098068349,.053257637,.27355427,.064516127,.19550343,.0048875855
01375,3647,47,57,6,7,53,90,83,5,-.10771739,.130797,.048114434,.030030031,.18522771,.057245079,.59749556,.059630293
01376,5013,67,62,69,38,91,80,26,58,.48559219,.14081341,.15929204,.078104995,.29650438,.1636668,.49309334,.01213897
01378,792,9,25,5,39,9,2,11,59,-1.361241,.069796957,.047393367,.079545453,.2992278,.017391304,.06666667,.0057971017
01379,829,21,53,10,14,13,18,10,79,-.91712683,.12135922,.060747664,.042105265,.35282651,.021621622,.19729729,.0054054055
01420,40702,83,68,81,72,88,76,75,62,1.0310725,.15652844,.18823273,.14896215,.30561855,.13458069,.46475109,.04316739
01430,6297,2,1,27,5,4,3,1,10,-1.7478617,.017464424,.089212827,.025616921,.20586081,.010747436,.084513925,0
01431,3220,6,12,7,32,1,2,10,28,-1.5302863,.047320589,.051918738,.068907566,.24444444,0,.077120826,.0051413882
01432,7699,25,24,36,23,37,58,31,2,-.77964944,.067409836,.10352423,.055555556,.16752988,.042417198,.36345148,.01394538
01434,1969,52,84,100,10,95,26,1,100,.037863325,.21305841,.36046511,.035098523,.72114742,.23430963,.23430963,0
01436,3374,17,7,51,53,27,23,1,2,-1.0748231,.03867235,.12741752,.10317124,.16432585,.033976834,.22239383,0
01438,694,42,11,95,81,1,2,100,93,-.25322694,.046109509,.27118644,.18159807,.42125237,0,.070707068,.24242425
01440,20610,72,61,85,57,87,79,56,70,.65492558,.13910085,.20055325,.10983083,.32445768,.1305299,.47958192,.025279533
01450,11313,5,7,11,7,44,8,12,50,-1.5451375,.037957765,.062252965,.029839328,.28291768,.048636697,.14247113,.0061409972
01451,4731,2,2,7,6,1,1,1,24,-1.7753309,.022616783,.053024646,.026220614,.23846425,0,.054802954,0
01452,4708,10,20,8,8,27,7,50,11,-1.3362733,.06202209,.056501549,.030884558,.21057819,.033588685,.1308191,.021803182
01453,41647,69,55,81,60,80,70,47,30,.5635913,.12553558,.18715924,.11965377,.24731502,.10001187,.42188984,.020595916
01460,10071,3,12,6,5,15,5,11,17,-1.6920389,.047762696,.05137353,.02535014,.2248394,.023516543,.11676237,.0054689636
01462,11402,14,18,25,27,13,11,48,9,-1.1878756,.057603687,.087366439,.06082334,.20403649,.021809746,.16241299,.020881671
01463,12105,8,13,7,15,30,19,4,12,-1.4280891,.050033189,.052391104,.04238084,.21209092,.036903691,.20162016,.0015751575
01464,7633,25,11,4,52,5,35,72,95,-.76970875,.045115221,.039923955,.10136032,.44837144,.013066558,.27113107,.038383015
01467,276,1,1,1,1,1,1,1,55,-2.0501735,0,0,0,.29166666,0,0,0
01468,4062,7,12,4,42,10,10,1,3,-1.4695463,.047267355,.039341263,.084538028,.17568569,.018640351,.15570176,0
01469,7670,4,6,12,14,26,11,5,10,-1.6288152,.036008906,.064849623,.041822955,.20495901,.033060789,.15854959,.0021329541
01473,7766,2,2,9,15,7,3,1,34,-1.7771385,.025535207,.058657907,.04341637,.25415385,.014634146,.090940766,0
01474,1803,9,11,2,38,37,1,1,34,-1.3779445,.045788582,.024336284,.077092513,.25404531,.042432815,.056577086,0
01475,10825,44,46,18,44,84,39,58,18,-.1859159,.10595521,.076162577,.086844951,.22582008,.11420983,.28366533,.026560426
01501,16619,10,4,20,21,58,10,8,25,-1.3193579,.031047238,.078898229,.052631579,.23904762,.063310221,.15149231,.0042206813
01503,3182,4,9,3,11,17,13,1,17,-1.6272398,.04245881,.032220945,.035953179,.2236982,.025445292,.17472434,0
01504,9263,16,7,43,16,44,23,5,4,-1.1094388,.038136512,.11474103,.045307942,.18294649,.04849688,.2231991,.0025524674
01505,4623,4,7,28,5,15,12,17,28,-1.6282332,.038010426,.091123328,.025720483,.24450457,.023346303,.16675931,.0083379652
01506,3441,6,4,4,36,16,7,28,27,-1.5226864,.031095611,.04255319,.07429719,.24189064,.024216523,.13176638,.012820513
01507,13550,16,12,31,19,41,20,25,18,-1.0928452,.04815146,.096809678,.050069991,.22581732,.045616113,.20892575,.011650869
01510,13935,51,32,41,55,57,77,60,16,.00033526355,.081213519,.11138014,.10641104,.22269386,.061851986,.46746513,.027708258
01515,2040,18,17,46,41,30,10,24,2,-1.0322889,.055944055,.11854684,.082517482,.156131,.036477987,.15597485,.011320755
01516,8859,5,5,8,8,25,17,26,9,-1.5641805,.034879785,.055131469,.03126559,.2044481,.032158319,.19171305,.012059369
01518,3947,28,19,91,11,38,50,33,36,-.67731798,.060298961,.23224568,.036589965,.25771868,.043447793,.32585844,.014716187
01519,7042,10,10,13,17,46,20,27,7,-1.3253113,.043583881,.066703722,.045748986,.19805464,.05111821,.20607029,.012380192
01520,15781,3,5,12,5,26,4,7,4,-1.6831895,.03406544,.063779712,.024542656,.1822397,.033356376,.10819219,.0038022813
01521,2630,16,13,64,21,2,6,26,34,-1.1122497,.049809884,.14927346,.052832246,.25410798,.0049701789,.12524851,.01192843
01522,3270,17,31,70,14,6,6,46,20,-1.0686183,.079510704,.1612542,.041241687,.23024948,.014285714,.12380952,.019841271
01523,7794,35,10,15,77,57,23,66,94,-.45770305,.043178972,.07047949,.16506581,.42751479,.061316874,.22016461,.032510288
01524,6654,24,32,28,44,34,28,1,20,-.79615253,.08104638,.090796024,.087187432,.23101199,.039951079,.2417448,0
01525,544,74,49,100,54,1,99,94,84,.70032597,.11213236,.60689658,.10614525,.37087911,0,.80645162,.11059908
01527,13732,21,10,15,34,42,35,29,16,-.89346516,.043761089,.069581956,.0705918,.22209683,.046445496,.26748815,.013270142
01529,3256,28,26,59,40,61,24,9,8,-.69255871,.071847059,.14002478,.08115299,.20111214,.066075742,.22481869,.0048348107
01531,1211,25,47,28,53,11,7,1,60,-.75958931,.10835401,.090909094,.1027933,.30243903,.019565217,.13695653,0
01532,15056,4,3,12,9,16,17,20,7,-1.6368517,.026147746,.064342536,.033192631,.19488952,.024263753,.19151695,.0094461935
01534,6296,18,16,7,31,83,23,7,4,-1.0279864,.054515865,.054809842,.067219555,.18041992,.10846449,.22118248,.0038281581
01535,4774,19,5,22,41,11,35,60,21,-.98081791,.03376678,.082400002,.081828773,.23129252,.019554591,.2688756,.028245518
01536,7576,18,37,14,15,41,18,1,25,-1.0382543,.089663431,.068965517,.043162644,.23953165,.045683455,.19784173,0
01537,2201,43,41,82,77,7,43,1,49,-.23097193,.096774191,.19198312,.16700611,.28087774,.01487779,.30074388,0
01540,11581,19,34,14,27,22,30,1,28,-.99839103,.084778249,.069127761,.060847566,.24451046,.02953084,.25101215,0
01541,3455,3,12,3,5,40,1,1,15,-1.6866025,.047756873,.031904288,.025384616,.21934865,.044846576,.044059794,0
01542,2567,22,1,53,44,32,19,80,3,-.87921435,.016380344,.13011695,.08626198,.17258883,.03824522,.20247468,.051743533
01543,8685,3,4,2,3,30,14,27,9,-1.68549,.02941855,.026588554,.021227257,.20297115,.036395147,.17885615,.012478336
01545,37086,15,8,20,19,45,34,46,20,-1.1306853,.039486859,.079862811,.048930615,.23022877,.049475703,.2639935,.020307193
01550,16887,91,83,91,79,91,87,58,65,1.3493049,.20723526,.23347598,.17405367,.31256208,.16218993,.55790401,.026420079
01560,4396,23,12,15,26,53,52,1,19,-.85870063,.047728315,.071622849,.059165858,.2292683,.057714287,.33371428,0
01561,209,17,1,1,1,1,86,100,1,-1.0729384,0,0,0,0,0,.5487805,.5487805
01562,11928,35,32,10,57,84,42,13,10,-.47422647,.081730768,.060869563,.1101151,.20625077,.11488838,.29408151,.0065533482
01564,8091,1,3,2,5,19,3,1,35,-1.8750489,.028496765,.025121199,.02530768,.25618374,.026647462,.095426716,0
01566,5592,11,14,52,12,47,3,1,41,-1.3015126,.051144492,.12799042,.03836317,.26680425,.051551096,.096715331,0
01568,7894,2,2,4,4,9,9,9,2,-1.7937875,.025282683,.043882977,.022046961,.16885702,.01730486,.14690721,.0047864509
01569,14025,22,29,45,23,37,19,11,8,-.89053607,.076532073,.11809621,.055521596,.20084134,.042523734,.20134494,.0057357596
01570,16973,66,40,82,59,81,75,42,40,.45202854,.09628728,.19187863,.11589676,.26468968,.10351282,.4536424,.018139936
01571,11723,34,17,71,28,50,49,32,48,-.48398292,.056356736,.16369711,.062593959,.27887747,.054801535,.32215109,.014340589
01581,19037,21,11,8,11,53,60,71,16,-.9310987,.046484292,.056388013,.037098229,.22287221,.05757533,.37049088,.037770547
01583,7693,29,38,20,60,47,12,29,97,-.63616031,.092812777,.07880795,.11812459,.47836906,.051304348,.16956522,.013043478
01585,4569,21,9,19,40,56,38,29,30,-.91591233,.041988198,.077130042,.080994152,.24737793,.060260586,.28284472,.013029316
01588,9750,32,18,36,27,74,70,1,21,-.5389455,.058181819,.10352143,.06073425,.23277627,.086993009,.42461538,0
01590,9404,2,3,16,9,30,4,1,7,-1.7536478,.028498512,.073506892,.033278123,.19593287,.036289144,.09920983,0
01602,22900,50,57,52,34,79,63,19,45,-.010271061,.12914322,.1290926,.070449613,.27324104,.098862916,.38639712,.0089492528
01603,19731,90,82,87,78,92,86,70,80,1.3100038,.20204909,.2084541,.17095685,.35589504,.17920022,.54592603,.036167599
01604,38191,83,69,84,67,89,87,71,55,1.021089,.1615409,.2001152,.13430957,.29174051,.14367622,.55116355,.037908938
01605,28533,96,93,98,81,95,96,58,80,1.5810779,.27242598,.3023023,.18445806,.35416555,.22674038,.70992225,.026796589
01606,19896,53,46,83,36,61,62,59,28,.07675942,.10700954,.19365646,.074079297,.24490105,.066552274,.38019365,.026964089
01607,8167,89,74,79,79,93,95,58,86,1.2630658,.17694107,.18340105,.17431973,.38145247,.20070232,.67774177,.026742302
01608,4471,100,100,100,96,98,100,87,92,1.9473168,.43534777,.47191012,.32284957,.41259894,.38308978,.9008351,.06941545
01609,21628,84,86,48,75,96,92,38,96,1.044197,.22429037,.12190963,.16003355,.45409164,.28222421,.61699963,.016668787
01610,22023,97,94,98,94,97,99,38,97,1.6048974,.28452271,.30409175,.27247167,.46739945,.31892872,.8372364,.016690386
01611,2277,17,14,66,22,6,37,31,27,-1.0444561,.052261747,.15289983,.053211011,.24200362,.013959391,.27791879,.013959391
01612,4900,5,4,47,12,25,1,19,28,-1.5618544,.029947016,.12144703,.038547307,.24496645,.032021347,.046030685,.0093395598
01701,32590,14,10,12,17,65,29,25,3,-1.1649669,.044140648,.064864278,.04636867,.174289,.07170216,.24636127,.011414126
01702,39799,78,51,74,70,87,93,66,27,.84324896,.11778033,.16975209,.14261024,.24260999,.12838548,.64574021,.033000264
01718,790,13,24,1,1,1,49,1,25,-1.2087259,.068354428,0,0,.23890784,0,.32231405,0
01719,5561,18,10,31,14,8,46,53,23,-1.0308675,.044776119,.096352376,.04127967,.23555212,.016328331,.31244484,.023830539
01720,22791,8,4,4,11,40,32,20,29,-1.3979331,.03148042,.041273966,.035788942,.24626032,.044665884,.25720984,.0096131302
01721,17710,4,7,9,15,15,13,7,3,-1.6550609,.038629282,.059461717,.042428095,.1749623,.023396116,.17436728,.0038257798
01730,14070,16,3,45,9,50,33,26,26,-1.0846831,.028608771,.11720905,.032352023,.24112722,.054969881,.26091868,.011859939
01731,2059,23,1,11,1,1,100,76,98,-.82917869,0,.062737644,.0019762847,.5117892,0,.98928571,.044642858
01740,5299,1,1,1,1,7,2,1,17,-2.0066144,.011322891,.011797363,.011409014,.22382672,.014951121,.064979874,0
01741,5224,1,5,1,1,5,1,1,51,-1.8867841,.03427691,.014935506,.013246823,.2843602,.012793177,.054371003,0
01742,19121,11,6,12,14,42,30,30,77,-1.3040191,.03559852,.063933425,.041642141,.34450585,.046399519,.24962337,.013407653
